CHILDCODE	ACTIDR5	ECNSCTR5	ACTR5	ACTFORR5	ACTMTHR5	ACTDAYMTR5	ACTWEKR5	ACTDAYHR5	ACTHRSR5	PYMRECR5	ERNCSHR5	ERNKNDR5	HWPAIDR5	PDPCPRR5	PRFACTR5	MTHPRFR5
188007	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
188008	1	9	11	1	3	28	4	7	15	3	800	172	4	 	0	 
188008	2	19	12	1	1	20	4	5	1	1	15	 	3	 	0	 
188008	3	9	11	1	4	8	4	2	7	3	20	10	2	 	0	 
188010	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
188010	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
188010	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
188011	1	1	21	2	6	8	4	2	8	3	50	50	4	 	1	12
188011	2	8	12	2	12	4	4	1	10	1	75	 	2	 	1	12
188011	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
188012	1	3	11	1	5	24	4	6	10	1	300	 	3	 	1	0
188012	2	3	9	6	7	20	4	5	10	1	1600	 	4	 	0	 
188012	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
188013	1	7	11	1	9	15	4	4	12	1	800	 	4	 	1	12
188013	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
188013	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
188015	1	8	11	1	12	25	4	6	10	1	200	 	3	 	1	12
188015	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
188015	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
188016	1	3	11	1	12	24	4	6	8	1	850	 	4	 	1	12
188016	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
188016	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
188017	1	1	3	3	4	24	4	6	9	1	30	 	2	 	1	6
188017	2	1	15	2	8	24	4	6	9	0	 	 	 	 	1	12
188017	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
188018	1	1	21	2	10	12	4	3	4	0	 	 	 	 	1	12
188018	2	1	3	3	3	8	4	2	8	1	35	 	2	 	1	12
188018	3	19	18	2	12	30	4	7	4	0	 	 	 	 	1	12
188020	1	8	9	6	12	26	4	6	10	1	70	 	2	 	1	12
188020	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
188020	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
188021	1	13	11	1	3	24	4	6	8	1	1500	 	4	 	0	 
188021	2	1	21	2	4	16	4	4	8	0	 	 	 	 	1	1
188021	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
188022	1	19	11	1	6	15	4	4	12	1	800	 	4	 	1	1
188022	2	8	10	6	12	15	4	4	5	1	35	 	2	 	1	12
188022	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
188023	1	1	21	2	10	24	4	6	8	3	50	15	3	 	1	6
188023	2	1	3	3	2	12	4	3	8	3	100	15	3	 	0	 
188023	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
188024	1	16	11	1	10	20	4	5	6	1	350	 	4	 	0	 
188024	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
188024	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
188025	1	8	10	6	12	30	4	5	5	1	50	 	2	 	1	6
188025	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
188025	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
188026	1	1	21	6	4	8	4	2	9	0	 	 	 	 	1	3
188026	2	7	14	6	4	4	4	1	12	1	150	 	2	 	0	 
188026	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198001	1	2	12	1	1	24	4	6	8	1	1080	 	4	 	0	 
198001	2	6	3	1	1	5	1	5	6	1	250	 	3	 	0	 
198001	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198002	1	1	3	1	1	26	4	6	9	1	50	 	2	 	0	 
198002	2	7	11	1	11	26	4	6	8	1	700	 	4	 	0	 
198002	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198003	1	20	23	3	12	24	4	6	8	1	300	 	8	 	1	12
198003	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198003	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198006	1	19	12	3	1	3	3	1	10	3	40	10	2	 	1	3
198006	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198006	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198007	1	5	11	1	3	24	4	6	8	1	1440	 	4	 	1	2
198007	2	6	11	1	5	24	4	6	8	1	54	 	2	 	0	 
198007	3	4	11	1	4	20	4	5	8	1	50	 	2	 	1	2
198008	1	19	11	1	5	20	4	5	8	1	450	 	4	 	0	 
198008	2	10	9	6	7	30	4	7	5	1	850	 	4	 	1	12
198008	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198009	1	7	11	1	10	24	4	6	4	1	600	 	4	 	0	 
198009	2	7	12	6	2	8	4	2	4	1	15	 	2	 	1	2
198009	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198011	1	7	7	2	12	30	4	7	2	0	 	 	 	 	1	12
198011	2	1	3	3	10	1	1	2	8	1	50	 	2	 	1	4
198011	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198012	1	8	10	6	12	24	4	6	6	1	30	 	2	 	1	12
198012	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198012	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198013	1	7	11	1	6	24	4	6	6	1	800	 	4	 	0	 
198013	2	7	15	2	6	8	4	2	4	0	 	 	 	 	1	12
198013	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198014	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198014	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198014	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198015	1	6	11	6	8	24	4	6	6	1	80	 	2	 	1	12
198015	2	6	11	3	1	26	4	6	8	1	60	 	2	 	0	 
198015	3	1	6	6	3	28	4	7	4	1	100	 	2	 	0	 
198016	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198016	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198016	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198017	1	4	11	1	8	24	4	6	8	1	-79	 	8	 	1	12
198017	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198017	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198018	1	10	11	3	12	24	4	6	13	1	900	 	4	 	1	12
198018	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198018	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198019	1	8	10	6	12	24	4	6	24	1	80	 	2	 	1	5
198019	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198019	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198021	1	7	11	1	5	24	4	6	7	1	350	 	4	 	1	6
198021	2	10	11	1	2	24	4	6	8	1	700	 	4	 	0	 
198021	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198022	1	6	3	3	12	21	4	6	9	1	360	 	3	 	1	12
198022	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198022	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198024	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198024	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198024	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198025	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198025	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198025	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198026	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198026	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198026	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198027	1	13	11	1	4	26	4	6	6	1	500	 	4	 	1	3
198027	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198027	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198028	1	7	12	1	1	12	4	3	6	1	300	 	3	 	0	 
198028	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198028	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198030	1	7	11	2	4	24	4	6	9	1	600	 	4	 	1	4
198030	2	7	11	1	2	8	4	6	8	1	850	 	4	 	0	 
198030	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198031	1	1	6	3	5	12	4	3	7	1	150	 	3	 	1	4
198031	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198031	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208001	1	8	10	6	10	24	4	6	5	1	30	 	2	 	1	12
208001	2	3	7	2	12	20	4	5	4	0	 	 	 	 	1	12
208001	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208002	1	6	10	3	12	24	4	6	10	1	70	 	2	 	1	12
208002	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208002	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208003	1	7	11	3	4	24	4	6	14	1	850	 	4	 	0	 
208003	2	6	11	3	3	24	4	6	9	1	950	 	4	 	0	 
208003	3	8	10	6	2	24	4	6	12	1	22	 	2	 	1	4
208006	1	19	11	2	8	24	4	6	7	3	35	4	2	 	1	12
208006	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208006	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208007	1	1	2	3	12	24	4	5	8	1	700	 	4	 	1	12
208007	2	6	12	3	12	8	4	2	8	1	35	 	2	 	1	12
208007	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208008	1	9	11	3	5	24	4	6	8	3	25	6	2	 	1	3
208008	2	9	11	1	7	30	4	7	8	3	25	8	2	 	0	 
208008	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208009	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208009	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208009	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208011	1	14	12	1	7	20	4	5	4	1	450	 	4	 	1	3
208011	2	19	7	2	12	15	4	4	3	0	 	 	 	 	1	12
208011	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208012	1	8	15	2	5	20	4	5	5	2	 	1800	5	 	0	 
208012	2	7	11	2	6	24	4	6	4	1	450	 	4	 	1	12
208012	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208013	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208013	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208013	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208015	1	3	7	2	3	24	4	6	8	2	 	700	4	 	0	 
208015	2	3	7	2	5	16	4	4	3	2	 	700	4	 	1	12
208015	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208017	1	18	11	1	12	24	4	6	8	1	850	 	4	 	1	12
208017	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208017	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208018	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208018	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208018	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208019	1	10	11	3	6	24	4	6	7	3	350	72	4	 	1	4
208019	2	7	7	2	6	20	4	5	8	0	 	 	 	 	0	 
208019	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208020	1	18	11	1	4	16	4	4	2	3	300	50	3	 	0	 
208020	2	7	11	2	4	12	4	3	4	1	30	 	2	 	0	 
208020	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208021	1	9	11	1	7	26	4	6	8	1	1200	 	4	 	1	12
208021	2	6	11	3	5	20	4	6	8	1	2000	 	4	 	0	 
208021	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208022	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208022	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208022	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208023	1	7	11	1	2	24	4	6	4	1	400	 	4	 	0	 
208023	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208023	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208024	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208024	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208024	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208025	1	8	10	6	12	25	4	6	14	1	50	 	2	 	1	12
208025	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208025	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208026	1	6	7	2	3	12	4	3	4	0	 	 	 	 	1	4
208026	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208026	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208027	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208027	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208027	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208028	1	1	4	2	4	3	1	3	8	0	 	 	 	 	1	6
208028	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208028	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208029	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208029	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208029	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208030	1	18	10	6	12	26	4	6	8	1	400	 	4	 	1	3
208030	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208030	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208031	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208031	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208031	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208032	1	13	11	1	12	24	4	6	8	3	500	50	4	 	1	6
208032	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208032	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208033	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208033	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208033	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208034	1	7	14	6	12	18	4	4	12	1	40	 	2	 	1	12
208034	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208034	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208037	1	8	11	1	2	26	4	6	11	1	25	 	2	 	0	 
208037	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208037	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208038	1	3	11	1	3	20	4	5	8	1	500	 	4	 	0	 
208038	2	6	12	2	1	12	2	6	8	1	20	 	2	 	0	 
208038	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208040	1	9	11	1	12	25	4	6	12	3	900	168	4	 	1	5
208040	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208040	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208041	1	19	11	1	2	24	4	6	10	1	35	 	2	 	1	4
208041	2	2	11	3	3	12	4	3	10	1	40	 	2	 	0	 
208041	3	19	11	1	4	6	4	6	10	1	35	 	2	 	1	6
208042	1	7	15	2	6	8	4	2	8	0	 	 	 	 	1	6
208042	2	6	12	3	1	12	2	6	12	3	35	3.5	2	 	0	 
208042	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208043	1	9	12	3	12	8	4	2	11	1	30	 	2	 	1	12
208043	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208043	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208044	1	19	11	1	2	28	4	6	10	3	110	15	4	 	0	 
208044	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208044	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208046	1	10	11	1	1	8	2	3	4	1	120	 	2	 	0	 
208046	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208046	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208047	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208047	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208047	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208048	1	14	11	4	5	26	4	5	9	1	1000	 	4	 	1	12
208048	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208048	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208049	1	7	15	2	12	8	4	2	7	0	 	 	 	 	1	12
208049	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208049	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208050	1	19	10	6	2	30	4	4	3	1	50	 	2	 	0	 
208050	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208050	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208051	1	18	11	1	5	24	4	6	14	3	550	60	3	 	0	 
208051	2	9	7	2	1	30	4	7	5	0	 	 	 	 	0	 
208051	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
