CHILDCODE	EDCHSTR4	SCHAGER4	ATSCR4	GRDER4	SMESCHR4	TYSCR4	LOCSCRR4	LOCSCZR4	NMSCWDR4
10059	13	12	1	7	 	4	14	1407	780
10059	12	11	1	7	Y	 	 	 	780
10059	11	10	1	6	N	1	14	1407	717
10059	10	9	1	5	Y	 	 	 	717
10059	9	8	1	4	Y	 	 	 	717
10059	8	7	1	3	Y	 	 	 	717
10059	7	6	1	2	Y	 	 	 	717
10059	6	5	1	1	Y	 	 	 	717
10059	5	4	0	 	 	 	 	 	 
10059	4	3	0	 	 	 	 	 	 
10059	3	2	0	 	 	 	 	 	 
10059	2	1	88	 	 	 	 	 	 
10059	1	-88	88	 	 	 	 	 	 
10060	13	12	1	6	 	1	14	1408	1245
10060	12	11	1	5	Y	 	 	 	1245
10060	11	10	1	4	Y	 	 	 	1245
10060	10	9	1	3	Y	 	 	 	1245
10060	9	8	1	2	Y	 	 	 	1245
10060	8	7	1	1	N	1	14	1407	497
10060	7	6	1	15	Y	 	 	 	497
10060	6	5	1	15	Y	 	 	 	497
10060	5	4	0	 	 	 	 	 	 
10060	4	3	0	 	 	 	 	 	 
10060	3	2	0	 	 	 	 	 	 
10060	2	1	0	 	 	 	 	 	 
10060	1	0	88	 	 	 	 	 	 
10061	13	12	1	6	 	4	14	1407	269
10061	12	11	1	5	Y	 	 	 	269
10061	11	10	1	4	Y	 	 	 	269
10061	10	9	1	3	Y	 	 	 	269
10061	9	8	1	2	Y	 	 	 	269
10061	8	7	1	1	Y	 	 	 	269
10061	7	6	1	15	N	1	14	1407	639
10061	6	5	1	15	Y	 	 	 	639
10061	5	4	1	14	Y	 	 	 	639
10061	4	3	0	 	 	 	 	 	 
10061	3	2	0	 	 	 	 	 	 
10061	2	1	0	 	 	 	 	 	 
10061	1	-88	88	 	 	 	 	 	 
10062	13	12	1	6	 	4	14	1407	569
10062	12	11	1	5	Y	 	 	 	569
10062	11	10	1	4	Y	 	 	 	569
10062	10	9	1	3	Y	 	 	 	569
10062	9	8	1	2	N	1	14	1407	709
10062	8	7	1	1	Y	 	 	 	709
10062	7	6	1	15	Y	 	 	 	709
10062	6	5	1	15	Y	 	 	 	709
10062	5	4	1	14	Y	 	 	 	709
10062	4	3	0	 	 	 	 	 	 
10062	3	2	0	 	 	 	 	 	 
10062	2	1	0	 	 	 	 	 	 
10062	1	-88	88	 	 	 	 	 	 
10063	13	12	1	2	 	4	14	1402	599
10063	12	11	0	 	 	 	 	 	 
10063	11	10	1	1	N	4	14	1407	82
10063	10	9	0	 	 	 	 	 	 
10063	9	8	0	 	 	 	 	 	 
10063	8	7	0	 	 	 	 	 	 
10063	7	6	0	 	 	 	 	 	 
10063	6	5	0	 	 	 	 	 	 
10063	5	4	0	 	 	 	 	 	 
10063	4	3	0	 	 	 	 	 	 
10063	3	2	0	 	 	 	 	 	 
10063	2	1	0	 	 	 	 	 	 
10063	1	0	88	 	 	 	 	 	 
10064	13	11	1	6	 	4	14	1407	82
10064	12	10	1	5	Y	 	 	 	82
10064	11	9	1	4	Y	 	 	 	82
10064	10	8	1	3	Y	 	 	 	82
10064	9	7	1	2	Y	 	 	 	82
10064	8	6	1	1	Y	 	 	 	82
10064	7	5	1	15	N	1	14	1407	625
10064	6	4	1	15	Y	 	 	 	625
10064	5	3	0	 	 	 	 	 	 
10064	4	2	0	 	 	 	 	 	 
10064	3	1	0	 	 	 	 	 	 
10064	2	0	0	 	 	 	 	 	 
10064	1	0	0	 	 	 	 	 	 
10065	13	11	1	5	 	1	14	1407	700
10065	12	10	1	4	Y	 	 	 	700
10065	11	9	1	3	Y	 	 	 	700
10065	10	8	1	2	Y	 	 	 	700
10065	9	7	1	1	Y	 	 	 	700
10065	8	6	1	15	Y	 	 	 	700
10065	7	5	1	15	Y	 	 	 	700
10065	6	4	1	15	Y	 	 	 	700
10065	5	3	0	 	 	 	 	 	 
10065	4	2	0	 	 	 	 	 	 
10065	3	1	0	 	 	 	 	 	 
10065	2	0	0	 	 	 	 	 	 
10065	1	-88	88	 	 	 	 	 	 
10066	13	12	1	3	 	4	14	1408	82
10066	12	11	1	2	Y	 	 	 	82
10066	11	10	1	2	Y	 	 	 	82
10066	10	9	1	1	Y	 	 	 	82
10066	9	8	1	1	Y	 	 	 	82
10066	8	7	0	 	 	 	 	 	 
10066	7	6	0	 	 	 	 	 	 
10066	6	5	0	 	 	 	 	 	 
10066	5	4	0	 	 	 	 	 	 
10066	4	3	0	 	 	 	 	 	 
10066	3	2	0	 	 	 	 	 	 
10066	2	1	0	 	 	 	 	 	 
10066	1	0	88	 	 	 	 	 	 
10067	13	12	1	6	 	4	14	1407	82
10067	12	11	1	5	N	4	14	1407	546
10067	11	10	1	4	Y	 	 	 	546
10067	10	9	1	3	Y	 	 	 	546
10067	9	8	1	2	Y	 	 	 	546
10067	8	7	1	1	Y	 	 	 	546
10067	7	6	1	15	Y	 	 	 	546
10067	6	5	0	 	 	 	 	 	 
10067	5	4	0	 	 	 	 	 	 
10067	4	3	0	 	 	 	 	 	 
10067	3	2	0	 	 	 	 	 	 
10067	2	1	0	 	 	 	 	 	 
10067	1	0	0	 	 	 	 	 	 
10068	13	12	1	4	 	4	14	1407	82
10068	12	11	1	3	Y	 	 	 	82
10068	11	10	1	2	Y	 	 	 	82
10068	10	9	1	1	Y	 	 	 	82
10068	9	8	1	1	Y	 	 	 	82
10068	8	7	1	0	 	 	 	 	 
10068	7	6	0	 	 	 	 	 	 
10068	6	5	0	 	 	 	 	 	 
10068	5	4	0	 	 	 	 	 	 
10068	4	3	0	 	 	 	 	 	 
10068	3	2	0	 	 	 	 	 	 
10068	2	1	0	 	 	 	 	 	 
10068	1	-88	88	 	 	 	 	 	 
10069	13	11	1	4	 	4	14	1403	708
10069	12	10	1	3	N	1	14	1403	710
10069	11	9	1	2	Y	 	 	 	710
10069	10	8	1	2	N	4	14	1407	82
10069	9	7	1	1	Y	 	 	 	82
10069	8	6	1	15	N	1	14	1407	497
10069	7	5	1	15	Y	 	 	 	497
10069	6	4	0	 	 	 	 	 	 
10069	5	3	0	 	 	 	 	 	 
10069	4	2	0	 	 	 	 	 	 
10069	3	1	0	 	 	 	 	 	 
10069	2	0	0	 	 	 	 	 	 
10069	1	-88	88	 	 	 	 	 	 
10070	13	12	1	5	 	1	14	1406	656
10070	12	11	1	4	Y	 	 	 	656
10070	11	10	1	3	Y	 	 	 	656
10070	10	9	1	3	Y	 	 	 	656
10070	9	8	1	3	N	2	14	1406	507
10070	8	7	1	2	Y	 	 	 	507
10070	7	6	1	1	Y	 	 	 	507
10070	6	5	1	15	N	1	14	1406	701
10070	5	4	1	15	Y	 	 	 	701
10070	4	3	0	 	 	 	 	 	 
10070	3	2	0	 	 	 	 	 	 
10070	2	1	0	 	 	 	 	 	 
10070	1	-88	88	 	 	 	 	 	 
10071	13	12	1	6	 	4	14	1407	82
10071	12	11	1	5	Y	 	 	 	82
10071	11	10	1	4	Y	 	 	 	82
10071	10	9	1	3	Y	 	 	 	82
10071	9	8	1	2	Y	 	 	 	82
10071	8	7	1	1	Y	 	 	 	82
10071	7	6	1	15	N	4	14	1407	596
10071	6	5	1	14	Y	 	 	 	596
10071	5	4	0	 	 	 	 	 	 
10071	4	3	0	 	 	 	 	 	 
10071	3	2	0	 	 	 	 	 	 
10071	2	1	0	 	 	 	 	 	 
10071	1	-88	88	 	 	 	 	 	 
10072	13	11	1	6	 	4	14	1407	82
10072	12	10	1	5	Y	 	 	 	82
10072	11	9	1	4	Y	 	 	 	82
10072	10	8	1	3	Y	 	 	 	82
10072	9	7	1	2	Y	 	 	 	82
10072	8	6	1	1	Y	 	 	 	82
10072	7	5	1	15	Y	 	 	 	82
10072	6	4	1	15	Y	 	 	 	82
10072	5	3	0	 	 	 	 	 	 
10072	4	2	0	 	 	 	 	 	 
10072	3	1	0	 	 	 	 	 	 
10072	2	0	88	 	 	 	 	 	 
10072	1	-88	88	 	 	 	 	 	 
10073	13	11	1	4	 	4	14	1407	82
10073	12	10	1	3	Y	 	 	 	82
10073	11	9	1	2	Y	 	 	 	82
10073	10	8	1	1	Y	 	 	 	82
10073	9	7	1	15	N	4	14	1407	616
10073	8	6	1	15	Y	 	 	 	616
10073	7	5	0	 	 	 	 	 	 
10073	6	4	0	 	 	 	 	 	 
10073	5	3	0	 	 	 	 	 	 
10073	4	2	0	 	 	 	 	 	 
10073	3	1	0	 	 	 	 	 	 
10073	2	0	0	 	 	 	 	 	 
10073	1	-88	88	 	 	 	 	 	 
10074	13	12	1	5	 	4	14	1404	134
10074	12	11	1	4	Y	 	 	 	134
10074	11	10	1	3	Y	 	 	 	134
10074	10	9	1	2	Y	 	 	 	134
10074	9	8	1	1	Y	 	 	 	134
10074	8	7	0	 	 	 	 	 	 
10074	7	6	0	 	 	 	 	 	 
10074	6	5	0	 	 	 	 	 	 
10074	5	4	0	 	 	 	 	 	 
10074	4	3	0	 	 	 	 	 	 
10074	3	2	0	 	 	 	 	 	 
10074	2	1	0	 	 	 	 	 	 
10074	1	-88	88	 	 	 	 	 	 
10075	13	12	1	5	 	1	14	1408	781
10075	12	11	1	5	N	4	14	1407	546
10075	11	10	1	4	Y	 	 	 	546
10075	10	9	1	3	Y	 	 	 	546
10075	9	8	1	2	Y	 	 	 	546
10075	8	7	1	1	Y	 	 	 	546
10075	7	6	1	15	N	1	14	1407	497
10075	6	5	0	 	 	 	 	 	 
10075	5	4	0	 	 	 	 	 	 
10075	4	3	0	 	 	 	 	 	 
10075	3	2	0	 	 	 	 	 	 
10075	2	1	0	 	 	 	 	 	 
10075	1	-88	88	 	 	 	 	 	 
10076	13	11	1	5	 	4	14	1408	569
10076	12	10	1	4	N	1	14	1407	587
10076	11	9	1	3	Y	 	 	 	587
10076	10	8	1	2	Y	 	 	 	587
10076	9	7	1	1	Y	 	 	 	587
10076	8	6	1	15	N	1	14	1407	497
10076	7	5	1	15	Y	 	 	 	497
10076	6	4	1	15	Y	 	 	 	497
10076	5	3	0	 	 	 	 	 	 
10076	4	2	0	 	 	 	 	 	 
10076	3	1	0	 	 	 	 	 	 
10076	2	0	0	 	 	 	 	 	 
10076	1	-88	88	 	 	 	 	 	 
10077	13	12	1	6	 	4	14	1402	72
10077	12	11	1	6	Y	 	 	 	72
10077	11	10	1	5	Y	 	 	 	72
10077	10	9	1	4	N	4	14	1407	82
10077	9	8	1	3	Y	 	 	 	82
10077	8	7	1	2	Y	 	 	 	82
10077	7	6	1	1	Y	 	 	 	82
10077	6	5	1	15	N	1	14	1407	497
10077	5	4	1	15	Y	 	 	 	497
10077	4	3	1	14	Y	 	 	 	497
10077	3	2	0	 	 	 	 	 	 
10077	2	1	0	 	 	 	 	 	 
10077	1	-88	88	 	 	 	 	 	 
10079	13	12	1	7	 	4	14	1407	269
10079	12	11	1	6	Y	 	 	 	269
10079	11	10	1	5	N	3	14	1407	587
10079	10	9	1	4	Y	 	 	 	587
10079	9	8	1	3	N	1	14	1407	497
10079	8	7	1	2	Y	 	 	 	497
10079	7	6	1	1	Y	 	 	 	497
10079	6	5	1	15	Y	 	 	 	497
10079	5	4	1	15	Y	 	 	 	497
10079	4	3	1	14	Y	 	 	 	497
10079	3	2	0	 	 	 	 	 	 
10079	2	1	0	 	 	 	 	 	 
10079	1	0	0	 	 	 	 	 	 
10080	13	11	1	5	 	4	14	1408	82
10080	12	10	1	5	Y	 	 	 	82
10080	11	9	1	4	Y	 	 	 	82
10080	10	8	1	3	Y	 	 	 	82
10080	9	7	1	2	Y	 	 	 	82
10080	8	6	1	1	Y	 	 	 	82
10080	7	5	1	15	Y	 	 	 	82
10080	6	4	0	 	 	 	 	 	 
10080	5	3	0	 	 	 	 	 	 
10080	4	2	0	 	 	 	 	 	 
10080	3	1	0	 	 	 	 	 	 
10080	2	0	88	 	 	 	 	 	 
10080	1	-88	88	 	 	 	 	 	 
10081	13	12	1	7	 	1	14	1404	750
10081	12	11	1	6	Y	 	 	 	750
10081	11	10	1	5	Y	 	 	 	750
10081	10	9	1	4	Y	 	 	 	750
10081	9	8	1	3	Y	 	 	 	750
10081	8	7	1	2	Y	 	 	 	750
10081	7	6	1	1	Y	 	 	 	750
10081	6	5	1	15	N	2	14	1407	616
10081	5	4	1	14	Y	 	 	 	616
10081	4	3	0	 	 	 	 	 	 
10081	3	2	0	 	 	 	 	 	 
10081	2	1	0	 	 	 	 	 	 
10081	1	-88	88	 	 	 	 	 	 
10082	13	12	1	6	 	4	14	1407	82
10082	12	11	1	5	Y	 	 	 	82
10082	11	10	1	4	Y	 	 	 	82
10082	10	9	1	3	Y	 	 	 	82
10082	9	8	1	2	Y	 	 	 	82
10082	8	7	1	1	Y	 	 	 	82
10082	7	6	1	15	Y	 	 	 	82
10082	6	5	1	15	Y	 	 	 	82
10082	5	4	1	15	Y	 	 	 	82
10082	4	3	0	 	 	 	 	 	 
10082	3	2	0	 	 	 	 	 	 
10082	2	1	0	 	 	 	 	 	 
10082	1	-88	88	 	 	 	 	 	 
10083	13	12	1	5	 	4	14	1407	118
10083	12	11	1	5	Y	 	 	 	118
10083	11	10	1	4	Y	 	 	 	118
10083	10	9	1	3	Y	 	 	 	118
10083	9	8	1	2	N	1	14	1407	497
10083	8	7	1	1	Y	 	 	 	497
10083	7	6	1	15	Y	 	 	 	497
10083	6	5	0	 	 	 	 	 	 
10083	5	4	0	 	 	 	 	 	 
10083	4	3	0	 	 	 	 	 	 
10083	3	2	0	 	 	 	 	 	 
10083	2	1	0	 	 	 	 	 	 
10083	1	-88	88	 	 	 	 	 	 
10084	13	12	1	7	 	4	14	1407	648
10084	12	11	1	6	Y	 	 	 	648
10084	11	10	1	5	Y	 	 	 	648
10084	10	9	1	4	Y	 	 	 	648
10084	9	8	1	3	Y	 	 	 	648
10084	8	7	1	2	N	4	14	1407	82
10084	7	6	1	1	Y	 	 	 	82
10084	6	5	1	15	N	2	14	1407	616
10084	5	4	1	15	Y	 	 	 	616
10084	4	3	1	14	Y	 	 	 	616
10084	3	2	0	 	 	 	 	 	 
10084	2	1	0	 	 	 	 	 	 
10084	1	-88	88	 	 	 	 	 	 
10085	13	11	1	5	 	4	14	1407	82
10085	12	10	1	4	Y	 	 	 	82
10085	11	9	1	3	Y	 	 	 	82
10085	10	8	1	2	Y	 	 	 	82
10085	9	7	1	1	Y	 	 	 	82
10085	8	6	1	15	N	2	14	1407	616
10085	7	5	1	15	Y	 	 	 	616
10085	6	4	1	14	Y	 	 	 	616
10085	5	3	1	14	Y	 	 	 	616
10085	4	2	0	 	 	 	 	 	 
10085	3	1	0	 	 	 	 	 	 
10085	2	0	88	 	 	 	 	 	 
10085	1	-88	88	 	 	 	 	 	 
10086	13	12	1	7	 	4	14	1407	269
10086	12	11	1	6	Y	 	 	 	269
10086	11	10	1	5	Y	 	 	 	269
10086	10	9	1	4	N	1	14	1407	497
10086	9	8	1	3	Y	 	 	 	497
10086	8	7	1	2	Y	 	 	 	497
10086	7	6	1	1	Y	 	 	 	497
10086	6	5	1	15	N	2	14	1407	596
10086	5	4	1	14	Y	 	 	 	596
10086	4	3	0	 	 	 	 	 	 
10086	3	2	0	 	 	 	 	 	 
10086	2	1	0	 	 	 	 	 	 
10086	1	-88	88	 	 	 	 	 	 
10087	13	12	1	7	 	4	14	1407	569
10087	12	11	1	6	Y	 	 	 	569
10087	11	10	1	5	Y	 	 	 	569
10087	10	9	1	4	N	1	14	1407	497
10087	9	8	1	3	Y	 	 	 	497
10087	8	7	1	2	Y	 	 	 	497
10087	7	6	1	1	Y	 	 	 	497
10087	6	5	1	15	Y	 	 	 	497
10087	5	4	1	15	Y	 	 	 	497
10087	4	3	0	 	 	 	 	 	 
10087	3	2	0	 	 	 	 	 	 
10087	2	1	0	 	 	 	 	 	 
10087	1	0	88	 	 	 	 	 	 
10088	13	11	1	7	 	4	14	1407	82
10088	12	10	1	6	Y	 	 	 	82
10088	11	9	1	5	Y	 	 	 	82
10088	10	8	1	4	Y	 	 	 	82
10088	9	7	1	3	Y	 	 	 	82
10088	8	6	1	2	Y	 	 	 	82
10088	7	5	1	1	Y	 	 	 	82
10088	6	4	1	15	N	4	14	1407	616
10088	5	3	1	15	Y	 	 	 	616
10088	4	2	0	 	 	 	 	 	 
10088	3	1	0	 	 	 	 	 	 
10088	2	0	88	 	 	 	 	 	 
10088	1	-88	88	 	 	 	 	 	 
10089	13	12	1	4	 	4	14	1407	82
10089	12	11	1	3	Y	 	 	 	82
10089	11	10	1	2	Y	 	 	 	82
10089	10	9	1	1	Y	 	 	 	82
10089	9	8	1	15	N	1	14	1407	716
10089	8	7	0	 	 	 	 	 	 
10089	7	6	0	 	 	 	 	 	 
10089	6	5	0	 	 	 	 	 	 
10089	5	4	0	 	 	 	 	 	 
10089	4	3	0	 	 	 	 	 	 
10089	3	2	0	 	 	 	 	 	 
10089	2	1	0	 	 	 	 	 	 
10089	1	-88	88	 	 	 	 	 	 
10090	13	11	1	6	 	1	14	1403	746
10090	12	10	1	5	Y	 	 	 	746
10090	11	9	1	4	Y	 	 	 	746
10090	10	8	1	3	Y	 	 	 	746
10090	9	7	1	2	N	1	14	1403	641
10090	8	6	1	1	Y	 	 	 	641
10090	7	5	1	15	Y	 	 	 	641
10090	6	4	1	15	Y	 	 	 	641
10090	5	3	0	 	 	 	 	 	 
10090	4	2	0	 	 	 	 	 	 
10090	3	1	0	 	 	 	 	 	 
10090	2	0	0	 	 	 	 	 	 
10090	1	-88	88	 	 	 	 	 	 
10091	13	12	1	7	 	4	14	1407	569
10091	12	11	1	6	Y	 	 	 	569
10091	11	10	1	5	N	1	14	1407	587
10091	10	9	1	4	Y	 	 	 	587
10091	9	8	1	3	Y	 	 	 	587
10091	8	7	1	2	Y	 	 	 	587
10091	7	6	1	1	Y	 	 	 	587
10091	6	5	1	15	N	2	14	1407	616
10091	5	4	1	15	Y	 	 	 	616
10091	4	3	0	 	 	 	 	 	 
10091	3	2	0	 	 	 	 	 	 
10091	2	1	0	 	 	 	 	 	 
10091	1	-88	88	 	 	 	 	 	 
10092	13	11	1	6	 	4	14	1410	658
10092	12	10	1	5	N	1	14	1407	697
10092	11	9	1	4	Y	 	 	 	697
10092	10	8	1	3	N	1	14	1407	497
10092	9	7	1	2	Y	 	 	 	497
10092	8	6	1	1	Y	 	 	 	497
10092	7	5	1	15	Y	 	 	 	497
10092	6	4	1	15	Y	 	 	 	497
10092	5	3	1	14	Y	 	 	 	497
10092	4	2	0	 	 	 	 	 	 
10092	3	1	0	 	 	 	 	 	 
10092	2	0	88	 	 	 	 	 	 
10092	1	0	88	 	 	 	 	 	 
10093	13	12	1	6	 	4	14	1407	82
10093	12	11	1	5	Y	 	 	 	82
10093	11	10	1	4	Y	 	 	 	82
10093	10	9	1	3	Y	 	 	 	82
10093	9	8	1	2	Y	 	 	 	82
10093	8	7	1	1	Y	 	 	 	82
10093	7	6	1	15	N	1	14	1407	596
10093	6	5	1	15	Y	 	 	 	596
10093	5	4	1	14	Y	 	 	 	596
10093	4	3	0	 	 	 	 	 	 
10093	3	2	0	 	 	 	 	 	 
10093	2	1	0	 	 	 	 	 	 
10093	1	-88	88	 	 	 	 	 	 
10094	13	12	1	7	 	4	14	1407	546
10094	12	11	1	6	Y	 	 	 	546
10094	11	10	1	5	Y	 	 	 	546
10094	10	9	1	4	Y	 	 	 	546
10094	9	8	1	3	Y	 	 	 	546
10094	8	7	1	2	Y	 	 	 	546
10094	7	6	1	1	Y	 	 	 	546
10094	6	5	1	15	N	2	14	1407	596
10094	5	4	1	14	Y	 	 	 	596
10094	4	3	0	 	 	 	 	 	 
10094	3	2	0	 	 	 	 	 	 
10094	2	1	0	 	 	 	 	 	 
10094	1	-88	88	 	 	 	 	 	 
10095	13	12	1	6	 	4	14	1407	82
10095	12	11	1	5	Y	 	 	 	82
10095	11	10	1	4	Y	 	 	 	82
10095	10	9	1	3	Y	 	 	 	82
10095	9	8	1	3	Y	 	 	 	82
10095	8	7	1	2	Y	 	 	 	82
10095	7	6	1	1	Y	 	 	 	82
10095	6	5	1	15	N	2	14	1407	596
10095	5	4	1	15	Y	 	 	 	596
10095	4	3	1	14	Y	 	 	 	596
10095	3	2	0	 	 	 	 	 	 
10095	2	1	0	 	 	 	 	 	 
10095	1	-88	88	 	 	 	 	 	 
10096	13	12	1	7	 	3	14	1408	673
10096	12	11	1	6	Y	 	 	 	673
10096	11	10	1	5	Y	 	 	 	673
10096	10	9	1	4	Y	 	 	 	673
10096	9	8	1	3	Y	 	 	 	673
10096	8	7	1	2	Y	 	 	 	673
10096	7	6	1	1	Y	 	 	 	673
10096	6	5	1	15	Y	 	 	 	673
10096	5	4	0	 	 	 	 	 	 
10096	4	3	0	 	 	 	 	 	 
10096	3	2	0	 	 	 	 	 	 
10096	2	1	0	 	 	 	 	 	 
10096	1	-88	0	 	 	 	 	 	 
10097	13	12	1	5	 	4	14	1407	82
10097	12	11	1	4	Y	 	 	 	82
10097	11	10	1	3	Y	 	 	 	82
10097	10	9	1	2	Y	 	 	 	82
10097	9	8	1	1	Y	 	 	 	82
10097	8	7	1	15	Y	 	 	 	82
10097	7	6	1	15	Y	 	 	 	82
10097	6	5	0	 	 	 	 	 	 
10097	5	4	0	 	 	 	 	 	 
10097	4	3	0	 	 	 	 	 	 
10097	3	2	0	 	 	 	 	 	 
10097	2	1	0	 	 	 	 	 	 
10097	1	-88	88	 	 	 	 	 	 
10098	13	11	1	6	 	4	14	1407	269
10098	12	10	1	5	Y	 	 	 	269
10098	11	9	1	4	Y	 	 	 	269
10098	10	8	1	3	Y	 	 	 	269
10098	9	7	1	2	Y	 	 	 	269
10098	8	6	1	1	Y	 	 	 	269
10098	7	5	1	15	Y	 	 	 	269
10098	6	4	1	14	Y	 	 	 	269
10098	5	3	1	14	Y	 	 	 	269
10098	4	2	0	 	 	 	 	 	 
10098	3	1	0	 	 	 	 	 	 
10098	2	-88	88	 	 	 	 	 	 
10098	1	-88	88	 	 	 	 	 	 
10099	13	11	1	5	 	1	14	1408	755
10099	12	10	1	4	Y	 	 	 	755
10099	11	9	1	3	Y	 	 	 	755
10099	10	8	1	2	Y	 	 	 	755
10099	9	7	1	1	N	1	14	1407	709
10099	8	6	1	15	Y	 	 	 	709
10099	7	5	1	15	Y	 	 	 	709
10099	6	4	1	15	Y	 	 	 	709
10099	5	3	0	 	 	 	 	 	 
10099	4	2	0	 	 	 	 	 	 
10099	3	1	0	 	 	 	 	 	 
10099	2	0	0	 	 	 	 	 	 
10099	1	-88	88	 	 	 	 	 	 
10100	13	12	1	4	 	1	14	1402	739
10100	12	11	1	4	N	1	14	1407	497
10100	11	10	1	3	Y	 	 	 	497
10100	10	9	1	2	Y	 	 	 	497
10100	9	8	1	1	Y	 	 	 	497
10100	8	7	1	15	Y	 	 	 	497
10100	7	6	1	15	Y	 	 	 	497
10100	6	5	1	15	Y	 	 	 	497
10100	5	4	0	 	 	 	 	 	 
10100	4	3	0	 	 	 	 	 	 
10100	3	2	0	 	 	 	 	 	 
10100	2	1	0	 	 	 	 	 	 
10100	1	-88	88	 	 	 	 	 	 
20001	13	11	1	5	 	4	14	1401	62
20001	12	10	1	4	Y	 	 	 	62
20001	11	9	1	3	Y	 	 	 	62
20001	10	8	1	2	Y	 	 	 	62
20001	9	7	1	1	Y	 	 	 	62
20001	8	6	1	15	N	2	14	1401	760
20001	7	5	1	15	Y	 	 	 	760
20001	6	4	1	14	Y	 	 	 	760
20001	5	3	0	 	 	 	 	 	 
20001	4	2	0	 	 	 	 	 	 
20001	3	1	0	 	 	 	 	 	 
20001	2	0	0	 	 	 	 	 	 
20001	1	-88	88	 	 	 	 	 	 
20002	13	12	1	6	 	4	14	1401	62
20002	12	11	1	5	Y	 	 	 	62
20002	11	10	1	4	Y	 	 	 	62
20002	10	9	1	3	Y	 	 	 	62
20002	9	8	1	2	Y	 	 	 	62
20002	8	7	1	1	Y	 	 	 	62
20002	7	6	1	15	N	3	14	1401	760
20002	6	5	1	15	Y	 	 	 	760
20002	5	4	1	14	Y	 	 	 	760
20002	4	3	0	 	 	 	 	 	 
20002	3	2	0	 	 	 	 	 	 
20002	2	1	0	 	 	 	 	 	 
20002	1	0	0	 	 	 	 	 	 
20003	13	11	1	4	 	4	14	1401	62
20003	12	10	1	4	Y	 	 	 	62
20003	11	9	1	3	Y	 	 	 	62
20003	10	8	1	2	Y	 	 	 	62
20003	9	7	1	1	Y	 	 	 	62
20003	8	6	1	15	N	3	14	1401	731
20003	7	5	1	15	Y	 	 	 	731
20003	6	4	1	14	Y	 	 	 	731
20003	5	3	0	 	 	 	 	 	 
20003	4	2	0	 	 	 	 	 	 
20003	3	1	0	 	 	 	 	 	 
20003	2	0	0	 	 	 	 	 	 
20003	1	-88	88	 	 	 	 	 	 
20004	13	12	1	5	 	1	14	1401	743
20004	12	11	1	4	N	1	14	1401	55
20004	11	10	1	3	Y	 	 	 	55
20004	10	9	1	2	Y	 	 	 	55
20004	9	8	1	1	Y	 	 	 	55
20004	8	7	1	15	Y	 	 	 	55
20004	7	6	1	15	Y	 	 	 	55
20004	6	5	1	14	Y	 	 	 	55
20004	5	4	1	14	Y	 	 	 	55
20004	4	3	0	 	 	 	 	 	 
20004	3	2	0	 	 	 	 	 	 
20004	2	1	0	 	 	 	 	 	 
20004	1	0	0	 	 	 	 	 	 
20005	13	11	1	5	 	4	14	1401	62
20005	12	10	1	4	Y	 	 	 	62
20005	11	9	1	3	Y	 	 	 	62
20005	10	8	1	2	Y	 	 	 	62
20005	9	7	1	1	Y	 	 	 	62
20005	8	6	1	15	N	3	14	1401	628
20005	7	5	1	15	N	3	14	1401	703
20005	6	4	1	14	Y	 	 	 	703
20005	5	3	0	 	 	 	 	 	 
20005	4	2	0	 	 	 	 	 	 
20005	3	1	0	 	 	 	 	 	 
20005	2	0	0	 	 	 	 	 	 
20005	1	-88	88	 	 	 	 	 	 
20007	13	11	1	5	 	4	14	1401	62
20007	12	10	1	4	Y	 	 	 	62
20007	11	9	1	4	Y	 	 	 	62
20007	10	8	1	3	Y	 	 	 	62
20007	9	7	1	2	Y	 	 	 	62
20007	8	6	1	1	Y	 	 	 	62
20007	7	5	1	15	N	3	14	1401	628
20007	6	4	1	15	Y	 	 	 	628
20007	5	3	0	 	 	 	 	 	 
20007	4	2	0	 	 	 	 	 	 
20007	3	1	0	 	 	 	 	 	 
20007	2	0	0	 	 	 	 	 	 
20007	1	-88	88	 	 	 	 	 	 
20008	13	12	1	6	 	4	14	1401	62
20008	12	11	1	5	Y	 	 	 	62
20008	11	10	1	4	Y	 	 	 	62
20008	10	9	1	3	Y	 	 	 	62
20008	9	8	1	2	Y	 	 	 	62
20008	8	7	1	1	Y	 	 	 	62
20008	7	6	1	15	N	3	14	1401	703
20008	6	5	1	15	Y	 	 	 	703
20008	5	4	1	14	Y	 	 	 	703
20008	4	3	0	 	 	 	 	 	 
20008	3	2	0	 	 	 	 	 	 
20008	2	1	0	 	 	 	 	 	 
20008	1	0	0	 	 	 	 	 	 
20011	13	12	1	6	 	4	14	1401	62
20011	12	11	1	5	Y	 	 	 	62
20011	11	10	1	4	Y	 	 	 	62
20011	10	9	1	3	Y	 	 	 	62
20011	9	8	1	2	Y	 	 	 	62
20011	8	7	1	1	Y	 	 	 	62
20011	7	6	1	15	N	3	14	1401	760
20011	6	5	1	15	Y	 	 	 	760
20011	5	4	1	14	Y	 	 	 	760
20011	4	3	0	 	 	 	 	 	 
20011	3	2	0	 	 	 	 	 	 
20011	2	1	0	 	 	 	 	 	 
20011	1	0	0	 	 	 	 	 	 
20012	13	12	1	4	 	4	14	1401	62
20012	12	11	1	4	Y	 	 	 	62
20012	11	10	1	3	N	3	14	1401	549
20012	10	9	1	2	Y	 	 	 	549
