CHILDCODE	LANDIDR5	TOTLNDR5	LUPLTAR5	PLTUSAR5	PRIRRR5	TOTINDR5	LUPLTNR5	USEINDR5
20070	4	 	 	 	 	 	 	 
20070	5	 	 	 	 	0	 	 
20071	1	 	 	 	 	0	 	 
20071	2	 	 	 	 	0	 	 
20071	3	 	 	 	 	110	17	5
20071	4	 	 	 	 	 	 	 
20071	5	 	 	 	 	0	 	 
20073	1	 	 	 	 	0	 	 
20073	2	 	 	 	 	40	17	8
20073	3	 	 	 	 	16	17	1
20073	4	 	 	 	 	 	 	 
20073	5	 	 	 	 	0	 	 
20074	1	 	 	 	 	0	 	 
20074	2	 	 	 	 	0	 	 
20074	3	 	 	 	 	16	17	1
20074	4	 	 	 	 	 	 	 
20074	5	 	 	 	 	0	 	 
20076	1	2	2	5	3	250	17	1
20076	2	0	 	 	 	0	 	 
20076	3	0	 	 	 	0	 	 
20076	4	0	 	 	 	 	 	 
20076	5	0	 	 	 	0	 	 
20077	1	 	 	 	 	0	 	 
20077	2	 	 	 	 	0	 	 
20077	3	 	 	 	 	42	17	1
20077	4	 	 	 	 	 	 	 
20077	5	 	 	 	 	0	 	 
20078	1	 	 	 	 	56	17	4
20078	2	 	 	 	 	0	 	 
20078	3	 	 	 	 	0	 	 
20078	4	 	 	 	 	 	 	 
20078	5	 	 	 	 	0	 	 
20079	1	 	 	 	 	0	 	 
20079	2	 	 	 	 	0	 	 
20079	3	 	 	 	 	100	17	5
20079	4	 	 	 	 	 	 	 
20079	5	 	 	 	 	0	 	 
20080	1	 	 	 	 	0	 	 
20080	2	 	 	 	 	0	 	 
20080	3	 	 	 	 	27	17	1
20080	4	 	 	 	 	 	 	 
20080	5	 	 	 	 	0	 	 
20081	1	 	 	 	 	0	 	 
20081	2	 	 	 	 	0	 	 
20081	3	 	 	 	 	34	17	4
20081	4	 	 	 	 	 	 	 
20081	5	 	 	 	 	0	 	 
20082	1	 	 	 	 	0	 	 
20082	2	 	 	 	 	0	 	 
20082	3	 	 	 	 	52	17	1
20082	4	 	 	 	 	 	 	 
20082	5	 	 	 	 	0	 	 
20083	1	 	 	 	 	0	 	 
20083	2	 	 	 	 	16	17	1
20083	3	 	 	 	 	0	 	 
20083	4	 	 	 	 	 	 	 
20083	5	 	 	 	 	0	 	 
20084	1	 	 	 	 	53	17	8
20084	2	 	 	 	 	0	 	 
20084	3	 	 	 	 	30	17	1
20084	4	 	 	 	 	 	 	 
20084	5	 	 	 	 	0	 	 
20085	1	 	 	 	 	0	 	 
20085	2	 	 	 	 	0	 	 
20085	3	 	 	 	 	9	17	1
20085	4	 	 	 	 	 	 	 
20085	5	 	 	 	 	0	 	 
20087	1	 	 	 	 	0	 	 
20087	2	 	 	 	 	0	 	 
20087	3	 	 	 	 	34	17	1
20087	4	 	 	 	 	 	 	 
20087	5	 	 	 	 	0	 	 
20088	1	 	 	 	 	0	 	 
20088	2	 	 	 	 	0	 	 
20088	3	 	 	 	 	100	17	2
20088	4	 	 	 	 	 	 	 
20088	5	 	 	 	 	0	 	 
20089	1	 	 	 	 	200	17	1
20089	2	 	 	 	 	0	 	 
20089	3	 	 	 	 	0	 	 
20089	4	 	 	 	 	 	 	 
20089	5	 	 	 	 	0	 	 
20090	1	 	 	 	 	240	17	4
20090	2	 	 	 	 	0	 	 
20090	3	 	 	 	 	0	 	 
20090	4	 	 	 	 	 	 	 
20090	5	 	 	 	 	0	 	 
20092	1	 	 	 	 	0	 	 
20092	2	 	 	 	 	0	 	 
20092	3	 	 	 	 	75	17	4
20092	4	 	 	 	 	 	 	 
20092	5	 	 	 	 	0	 	 
20093	1	 	 	 	 	0	 	 
20093	2	 	 	 	 	0	 	 
20093	3	 	 	 	 	20	17	1
20093	4	 	 	 	 	 	 	 
20093	5	 	 	 	 	0	 	 
20094	1	 	 	 	 	0	 	 
20094	2	 	 	 	 	0	 	 
20094	3	 	 	 	 	20	17	1
20094	4	 	 	 	 	 	 	 
20094	5	 	 	 	 	0	 	 
20095	1	 	 	 	 	0	 	 
20095	2	 	 	 	 	30	17	1
20095	3	 	 	 	 	0	 	 
20095	4	 	 	 	 	 	 	 
20095	5	 	 	 	 	0	 	 
20096	1	 	 	 	 	0	 	 
20096	2	 	 	 	 	0	 	 
20096	3	 	 	 	 	36	17	1
20096	4	 	 	 	 	 	 	 
20096	5	 	 	 	 	0	 	 
20097	1	 	 	 	 	0	 	 
20097	2	 	 	 	 	0	 	 
20097	3	 	 	 	 	15	17	1
20097	4	 	 	 	 	 	 	 
20097	5	 	 	 	 	10000	17	8
20098	1	 	 	 	 	300	17	4
20098	2	 	 	 	 	0	 	 
20098	3	 	 	 	 	0	 	 
20098	4	 	 	 	 	 	 	 
20098	5	 	 	 	 	0	 	 
20099	1	 	 	 	 	500	17	4
20099	2	 	 	 	 	0	 	 
20099	3	 	 	 	 	0	 	 
20099	4	 	 	 	 	 	 	 
20099	5	 	 	 	 	0	 	 
20100	1	 	 	 	 	0	 	 
20100	2	 	 	 	 	0	 	 
20100	3	 	 	 	 	9	17	1
20100	4	 	 	 	 	 	 	 
20100	5	 	 	 	 	0	 	 
30001	1	 	 	 	 	0	 	 
30001	2	 	 	 	 	0	 	 
30001	3	 	 	 	 	16	17	1
30001	4	 	 	 	 	 	 	 
30001	5	 	 	 	 	120	17	8
30002	1	 	 	 	 	47	17	1
30002	2	 	 	 	 	0	 	 
30002	3	 	 	 	 	0	 	 
30002	4	 	 	 	 	 	 	 
30002	5	 	 	 	 	0	 	 
30003	1	 	 	 	 	0	 	 
30003	2	 	 	 	 	0	 	 
30003	3	 	 	 	 	60	17	1
30003	4	 	 	 	 	 	 	 
30003	5	 	 	 	 	0	 	 
30004	1	 	 	 	 	16	17	1
30004	2	 	 	 	 	0	 	 
30004	3	 	 	 	 	0	 	 
30004	4	 	 	 	 	 	 	 
30004	5	 	 	 	 	0	 	 
30005	1	 	 	 	 	0	 	 
30005	2	 	 	 	 	0	 	 
30005	3	 	 	 	 	25	17	1
30005	4	 	 	 	 	 	 	 
30005	5	 	 	 	 	0	 	 
30006	1	 	 	 	 	0	 	 
30006	2	 	 	 	 	0	 	 
30006	3	 	 	 	 	16	17	1
30006	4	 	 	 	 	 	 	 
30006	5	 	 	 	 	0	 	 
30007	1	 	 	 	 	0	 	 
30007	2	 	 	 	 	0	 	 
30007	3	 	 	 	 	6	17	1
30007	4	 	 	 	 	 	 	 
30007	5	 	 	 	 	0	 	 
30009	1	 	 	 	 	0	 	 
30009	2	 	 	 	 	0	 	 
30009	3	 	 	 	 	9	17	1
30009	4	 	 	 	 	 	 	 
30009	5	 	 	 	 	0	 	 
30010	1	 	 	 	 	0	 	 
30010	2	 	 	 	 	0	 	 
30010	3	 	 	 	 	18	17	1
30010	4	 	 	 	 	 	 	 
30010	5	 	 	 	 	0	 	 
30011	1	 	 	 	 	0	 	 
30011	2	 	 	 	 	0	 	 
30011	3	 	 	 	 	12	17	1
30011	4	 	 	 	 	 	 	 
30011	5	 	 	 	 	0	 	 
30013	1	 	 	 	 	200	17	20
30013	2	 	 	 	 	175	17	2
30013	3	 	 	 	 	0	 	 
30013	4	 	 	 	 	 	 	 
30013	5	 	 	 	 	0	 	 
30014	1	 	 	 	 	54	17	1
30014	2	 	 	 	 	0	 	 
30014	3	 	 	 	 	0	 	 
30014	4	 	 	 	 	 	 	 
30014	5	 	 	 	 	0	 	 
30015	1	 	 	 	 	0	 	 
30015	2	 	 	 	 	0	 	 
30015	3	 	 	 	 	16	17	1
30015	4	 	 	 	 	 	 	 
30015	5	 	 	 	 	0	 	 
30016	1	 	 	 	 	0	 	 
30016	2	 	 	 	 	0	 	 
30016	3	 	 	 	 	36	17	1
30016	4	 	 	 	 	 	 	 
30016	5	 	 	 	 	0	 	 
30018	1	1000	17	5	5	27	17	9
30018	2	0	 	 	 	0	 	 
30018	3	0	 	 	 	24	17	1
30018	4	0	 	 	 	 	 	 
30018	5	0	 	 	 	0	 	 
30019	1	 	 	 	 	94	17	1
30019	2	 	 	 	 	0	 	 
30019	3	 	 	 	 	0	 	 
30019	4	 	 	 	 	 	 	 
30019	5	 	 	 	 	0	 	 
30020	1	 	 	 	 	0	 	 
30020	2	 	 	 	 	0	 	 
30020	3	 	 	 	 	20	17	1
30020	4	 	 	 	 	 	 	 
30020	5	 	 	 	 	0	 	 
30021	1	 	 	 	 	0	 	 
30021	2	 	 	 	 	0	 	 
30021	3	 	 	 	 	9	17	1
30021	4	 	 	 	 	 	 	 
30021	5	 	 	 	 	0	 	 
30022	1	 	 	 	 	0	 	 
30022	2	 	 	 	 	8	17	1
30022	3	 	 	 	 	0	 	 
30022	4	 	 	 	 	 	 	 
30022	5	 	 	 	 	0	 	 
30023	1	 	 	 	 	250	17	4
30023	2	 	 	 	 	0	 	 
30023	3	 	 	 	 	16	17	8
30023	4	 	 	 	 	 	 	 
30023	5	 	 	 	 	0	 	 
30024	1	 	 	 	 	130	17	4
30024	2	 	 	 	 	0	 	 
30024	3	 	 	 	 	0	 	 
30024	4	 	 	 	 	 	 	 
30024	5	 	 	 	 	0	 	 
30025	1	 	 	 	 	0	 	 
30025	2	 	 	 	 	0	 	 
30025	3	 	 	 	 	34	17	4
30025	4	 	 	 	 	 	 	 
30025	5	 	 	 	 	0	 	 
30026	1	 	 	 	 	0	 	 
30026	2	 	 	 	 	0	 	 
30026	3	 	 	 	 	12	17	1
30026	4	 	 	 	 	 	 	 
30026	5	 	 	 	 	0	 	 
30027	1	 	 	 	 	0	 	 
30027	2	 	 	 	 	0	 	 
30027	3	 	 	 	 	12	17	1
30027	4	 	 	 	 	 	 	 
30027	5	 	 	 	 	0	 	 
30028	1	 	 	 	 	0	 	 
30028	2	 	 	 	 	0	 	 
30028	3	 	 	 	 	150	17	1
30028	4	 	 	 	 	 	 	 
30028	5	 	 	 	 	0	 	 
30029	1	 	 	 	 	0	 	 
30029	2	 	 	 	 	0	 	 
30029	3	 	 	 	 	20	17	1
30029	4	 	 	 	 	 	 	 
30029	5	 	 	 	 	0	 	 
30032	1	 	 	 	 	64	17	1
30032	2	 	 	 	 	0	 	 
30032	3	 	 	 	 	0	 	 
30032	4	 	 	 	 	 	 	 
30032	5	 	 	 	 	0	 	 
30033	1	 	 	 	 	0	 	 
30033	2	 	 	 	 	0	 	 
30033	3	 	 	 	 	16	17	1
30033	4	 	 	 	 	 	 	 
30033	5	 	 	 	 	0	 	 
30034	1	 	 	 	 	0	 	 
30034	2	 	 	 	 	0	 	 
30034	3	 	 	 	 	32	17	4
30034	4	 	 	 	 	 	 	 
30034	5	 	 	 	 	0	 	 
30035	1	 	 	 	 	0	 	 
30035	2	 	 	 	 	0	 	 
30035	3	 	 	 	 	12	17	1
30035	4	 	 	 	 	 	 	 
30035	5	 	 	 	 	0	 	 
30036	1	 	 	 	 	92	17	1
30036	2	 	 	 	 	0	 	 
30036	3	 	 	 	 	36	17	8
30036	4	 	 	 	 	 	 	 
30036	5	 	 	 	 	0	 	 
30037	1	 	 	 	 	0	 	 
30037	2	 	 	 	 	-77	17	1
30037	3	 	 	 	 	12	17	8
30037	4	 	 	 	 	 	 	 
30037	5	 	 	 	 	0	 	 
30038	1	 	 	 	 	106.300003051758	17	2
30038	2	 	 	 	 	0	 	 
30038	3	 	 	 	 	0	 	 
30038	4	 	 	 	 	 	 	 
30038	5	 	 	 	 	0	 	 
30039	1	 	 	 	 	0	 	 
30039	2	 	 	 	 	0	 	 
30039	3	 	 	 	 	16	17	1
30039	4	 	 	 	 	 	 	 
30039	5	 	 	 	 	0	 	 
30040	1	 	 	 	 	149	17	1
30040	2	 	 	 	 	0	 	 
30040	3	 	 	 	 	0	 	 
30040	4	 	 	 	 	 	 	 
30040	5	 	 	 	 	0	 	 
30041	1	 	 	 	 	0	 	 
30041	2	 	 	 	 	0	 	 
30041	3	 	 	 	 	15	17	1
30041	4	 	 	 	 	 	 	 
30041	5	 	 	 	 	0	 	 
30043	1	 	 	 	 	153	17	1
30043	2	 	 	 	 	0	 	 
30043	3	 	 	 	 	0	 	 
30043	4	 	 	 	 	 	 	 
30043	5	 	 	 	 	0	 	 
30044	1	 	 	 	 	0	 	 
30044	2	 	 	 	 	0	 	 
30044	3	 	 	 	 	25	17	1
30044	4	 	 	 	 	 	 	 
30044	5	 	 	 	 	0	 	 
30045	1	 	 	 	 	0	 	 
30045	2	 	 	 	 	0	 	 
30045	3	 	 	 	 	16	17	1
30045	4	 	 	 	 	 	 	 
30045	5	 	 	 	 	0	 	 
30047	1	 	 	 	 	0	 	 
30047	2	 	 	 	 	0	 	 
30047	3	 	 	 	 	16	17	1
30047	4	 	 	 	 	 	 	 
30047	5	 	 	 	 	0	 	 
30048	1	 	 	 	 	0	 	 
30048	2	 	 	 	 	0	 	 
30048	3	 	 	 	 	36	17	1
30048	4	 	 	 	 	 	 	 
30048	5	 	 	 	 	0	 	 
30051	1	 	 	 	 	0	 	 
30051	2	 	 	 	 	0	 	 
30051	3	 	 	 	 	12	17	1
30051	4	 	 	 	 	 	 	 
30051	5	 	 	 	 	0	 	 
30052	1	 	 	 	 	45	17	1
30052	2	 	 	 	 	0	 	 
30052	3	 	 	 	 	0	 	 
30052	4	 	 	 	 	 	 	 
30052	5	 	 	 	 	0	 	 
30053	1	 	 	 	 	0	 	 
30053	2	 	 	 	 	0	 	 
30053	3	 	 	 	 	18	17	1
30053	4	 	 	 	 	 	 	 
30053	5	 	 	 	 	0	 	 
30054	1	 	 	 	 	95	17	1
30054	2	 	 	 	 	0	 	 
30054	3	 	 	 	 	0	 	 
30054	4	 	 	 	 	 	 	 
30054	5	 	 	 	 	0	 	 
30055	1	 	 	 	 	0	 	 
30055	2	 	 	 	 	29	17	4
30055	3	 	 	 	 	0	 	 
30055	4	 	 	 	 	 	 	 
30055	5	 	 	 	 	0	 	 
30056	1	 	 	 	 	0	 	 
30056	2	 	 	 	 	0	 	 
30056	3	 	 	 	 	21	17	1
30056	4	 	 	 	 	 	 	 
30056	5	 	 	 	 	0	 	 
30057	1	 	 	 	 	0	 	 
30057	2	 	 	 	 	0	 	 
30057	3	 	 	 	 	20	17	1
30057	4	 	 	 	 	 	 	 
30057	5	 	 	 	 	0	 	 
30058	1	 	 	 	 	0	 	 
30058	2	 	 	 	 	0	 	 
30058	3	 	 	 	 	6	17	1
30058	4	 	 	 	 	 	 	 
30058	5	 	 	 	 	0	 	 
30059	1	 	 	 	 	0	 	 
30059	2	 	 	 	 	0	 	 
30059	3	 	 	 	 	20	17	1
30059	4	 	 	 	 	 	 	 
30059	5	 	 	 	 	0	 	 
30060	1	 	 	 	 	160	17	1
30060	2	 	 	 	 	0	 	 
30060	3	 	 	 	 	0	 	 
30060	4	 	 	 	 	 	 	 
30060	5	 	 	 	 	0	 	 
30061	1	 	 	 	 	0	 	 
30061	2	 	 	 	 	0	 	 
30061	3	 	 	 	 	16	17	1
30061	4	 	 	 	 	 	 	 
30061	5	 	 	 	 	0	 	 
30062	1	1	4	5	5	230	17	2
30062	2	0	 	 	 	0	 	 
30062	3	0	 	 	 	0	 	 
30062	4	0	 	 	 	 	 	 
30062	5	0	 	 	 	0	 	 
30064	1	 	 	 	 	0	 	 
30064	2	 	 	 	 	0	 	 
30064	3	 	 	 	 	28	17	1
30064	4	 	 	 	 	 	 	 
30064	5	 	 	 	 	0	 	 
30065	1	 	 	 	 	0	 	 
30065	2	 	 	 	 	0	 	 
30065	3	 	 	 	 	35	17	1
30065	4	 	 	 	 	 	 	 
30065	5	 	 	 	 	0	 	 
30066	1	 	 	 	 	0	 	 
30066	2	 	 	 	 	0	 	 
30066	3	 	 	 	 	12	17	1
30066	4	 	 	 	 	 	 	 
30066	5	 	 	 	 	0	 	 
30068	1	 	 	 	 	68	17	9
30068	2	 	 	 	 	0	 	 
30068	3	 	 	 	 	0	 	 
30068	4	 	 	 	 	 	 	 
30068	5	 	 	 	 	59	17	1
30069	1	 	 	 	 	16	17	1
30069	2	 	 	 	 	0	 	 
30069	3	 	 	 	 	0	 	 
30069	4	 	 	 	 	 	 	 
30069	5	 	 	 	 	0	 	 
30070	1	 	 	 	 	208	17	4
30070	2	 	 	 	 	0	 	 
30070	3	 	 	 	 	0	 	 
30070	4	 	 	 	 	 	 	 
30070	5	 	 	 	 	0	 	 
30071	1	 	 	 	 	500	17	1
30071	2	 	 	 	 	0	 	 
30071	3	 	 	 	 	0	 	 
30071	4	 	 	 	 	 	 	 
30071	5	 	 	 	 	0	 	 
30072	1	 	 	 	 	87	17	1
30072	2	 	 	 	 	0	 	 
30072	3	 	 	 	 	0	 	 
30072	4	 	 	 	 	 	 	 
30072	5	 	 	 	 	0	 	 
30073	1	 	 	 	 	0	 	 
30073	2	 	 	 	 	0	 	 
30073	3	 	 	 	 	16	17	1
30073	4	 	 	 	 	 	 	 
30073	5	 	 	 	 	0	 	 
30074	1	 	 	 	 	0	 	 
30074	2	 	 	 	 	0	 	 
30074	3	 	 	 	 	21	17	1
30074	4	 	 	 	 	 	 	 
30074	5	 	 	 	 	0	 	 
30077	1	 	 	 	 	42	17	1
30077	2	 	 	 	 	0	 	 
30077	3	 	 	 	 	0	 	 
30077	4	 	 	 	 	 	 	 
30077	5	 	 	 	 	0	 	 
30078	1	 	 	 	 	175	17	1
30078	2	 	 	 	 	0	 	 
30078	3	 	 	 	 	0	 	 
30078	4	 	 	 	 	 	 	 
30078	5	 	 	 	 	0	 	 
30079	1	 	 	 	 	0	 	 
30079	2	 	 	 	 	115	17	1
30079	3	 	 	 	 	0	 	 
30079	4	 	 	 	 	 	 	 
30079	5	 	 	 	 	0	 	 
30080	1	 	 	 	 	120	17	4
30080	2	 	 	 	 	150	17	1
30080	3	 	 	 	 	0	 	 
30080	4	 	 	 	 	 	 	 
30080	5	 	 	 	 	0	 	 
30081	1	 	 	 	 	0	 	 
30081	2	 	 	 	 	0	 	 
30081	3	 	 	 	 	16	17	1
30081	4	 	 	 	 	 	 	 
30081	5	 	 	 	 	0	 	 
30082	1	 	 	 	 	0	 	 
30082	2	 	 	 	 	0	 	 
30082	3	 	 	 	 	21	17	4
30082	4	 	 	 	 	 	 	 
30082	5	 	 	 	 	0	 	 
30083	1	 	 	 	 	0	 	 
30083	2	 	 	 	 	0	 	 
30083	3	 	 	 	 	50	17	1
30083	4	 	 	 	 	 	 	 
30083	5	 	 	 	 	0	 	 
30084	1	 	 	 	 	0	 	 
30084	2	 	 	 	 	0	 	 
30084	3	 	 	 	 	27	17	1
30084	4	 	 	 	 	 	 	 
30084	5	 	 	 	 	0	 	 
30085	1	 	 	 	 	0	 	 
30085	2	 	 	 	 	0	 	 
30085	3	 	 	 	 	9	17	1
30085	4	 	 	 	 	 	 	 
30085	5	 	 	 	 	0	 	 
30086	1	 	 	 	 	0	 	 
30086	2	 	 	 	 	0	 	 
30086	3	 	 	 	 	32	17	1
30086	4	 	 	 	 	 	 	 
30086	5	 	 	 	 	0	 	 
30087	1	 	 	 	 	0	 	 
30087	2	 	 	 	 	20	17	1
30087	3	 	 	 	 	0	 	 
30087	4	 	 	 	 	 	 	 
30087	5	 	 	 	 	0	 	 
30088	1	 	 	 	 	300	17	2
30088	2	 	 	 	 	0	 	 
30088	3	 	 	 	 	25	17	8
30088	4	 	 	 	 	 	 	 
30088	5	 	 	 	 	0	 	 
30089	1	 	 	 	 	0	 	 
30089	2	 	 	 	 	0	 	 
30089	3	 	 	 	 	16	17	1
30089	4	 	 	 	 	 	 	 
30089	5	 	 	 	 	0	 	 
30090	1	 	 	 	 	48	17	11
30090	2	 	 	 	 	0	 	 
30090	3	 	 	 	 	12	17	1
30090	4	 	 	 	 	 	 	 
30090	5	 	 	 	 	0	 	 
30091	1	 	 	 	 	0	 	 
30091	2	 	 	 	 	24	17	1
30091	3	 	 	 	 	0	 	 
30091	4	 	 	 	 	 	 	 
30091	5	 	 	 	 	0	 	 
30093	1	 	 	 	 	0	 	 
30093	2	 	 	 	 	0	 	 
30093	3	 	 	 	 	16	17	1
30093	4	 	 	 	 	 	 	 
30093	5	 	 	 	 	0	 	 
30094	1	 	 	 	 	0	 	 
30094	2	 	 	 	 	0	 	 
30094	3	 	 	 	 	16	17	1
30094	4	 	 	 	 	 	 	 
30094	5	 	 	 	 	0	 	 
30095	1	 	 	 	 	0	 	 
30095	2	 	 	 	 	0	 	 
30095	3	 	 	 	 	36	17	1
30095	4	 	 	 	 	 	 	 
30095	5	 	 	 	 	0	 	 
30097	1	 	 	 	 	0	 	 
30097	2	 	 	 	 	0	 	 
30097	3	 	 	 	 	20	17	1
30097	4	 	 	 	 	 	 	 
30097	5	 	 	 	 	0	 	 
30098	1	 	 	 	 	0	 	 
30098	2	 	 	 	 	0	 	 
30098	3	 	 	 	 	12	17	1
30098	4	 	 	 	 	 	 	 
30098	5	 	 	 	 	0	 	 
30100	1	 	 	 	 	160	17	2
30100	2	 	 	 	 	0	 	 
30100	3	 	 	 	 	140	17	8
30100	4	 	 	 	 	 	 	 
30100	5	 	 	 	 	0	 	 
40001	1	2	4	10	5	0	 	 
40001	2	0	 	 	 	0	 	 
40001	3	0	 	 	 	125	17	1
40001	4	0	 	 	 	 	 	 
40001	5	0	 	 	 	0	 	 
40002	1	1	4	10	5	0	 	 
40002	2	0	 	 	 	12	17	1
40002	3	0	 	 	 	0	 	 
40002	4	0	 	 	 	 	 	 
40002	5	0	 	 	 	0	 	 
40003	1	 	 	 	 	200	17	4
40003	2	 	 	 	 	0	 	 
40003	3	 	 	 	 	36	17	8
40003	4	 	 	 	 	 	 	 
40003	5	 	 	 	 	0	 	 
40004	1	 	 	 	 	416	17	4
40004	2	 	 	 	 	0	 	 
40004	3	 	 	 	 	0	 	 
40004	4	 	 	 	 	 	 	 
40004	5	 	 	 	 	0	 	 
40005	1	 	 	 	 	350	17	4
40005	2	 	 	 	 	0	 	 
40005	3	 	 	 	 	0	 	 
40005	4	 	 	 	 	 	 	 
40005	5	 	 	 	 	0	 	 
40006	1	 	 	 	 	0	 	 
40006	2	 	 	 	 	0	 	 
40006	3	 	 	 	 	144	17	1
40006	4	 	 	 	 	 	 	 
40006	5	 	 	 	 	0	 	 
40008	1	 	 	 	 	400	17	1
40008	2	 	 	 	 	0	 	 
40008	3	 	 	 	 	20	17	8
40008	4	 	 	 	 	 	 	 
40008	5	 	 	 	 	0	 	 
40009	1	 	 	 	 	0	 	 
40009	2	 	 	 	 	0	 	 
40009	3	 	 	 	 	75	17	1
40009	4	 	 	 	 	 	 	 
40009	5	 	 	 	 	0	 	 
40010	1	 	 	 	 	50	17	4
40010	2	 	 	 	 	0	 	 
40010	3	 	 	 	 	0	 	 
40010	4	 	 	 	 	 	 	 
40010	5	 	 	 	 	0	 	 
40011	1	2	4	10	5	120	17	1
40011	2	0	 	 	 	0	 	 
40011	3	0	 	 	 	0	 	 
40011	4	0	 	 	 	 	 	 
40011	5	0	 	 	 	0	 	 
40012	1	 	 	 	 	0	 	 
40012	2	 	 	 	 	0	 	 
40012	3	 	 	 	 	25	17	1
40012	4	 	 	 	 	 	 	 
40012	5	 	 	 	 	0	 	 
40013	1	3	4	10	5	0	 	 
40013	2	0	 	 	 	0	 	 
40013	3	0	 	 	 	30	17	1
40013	4	0	 	 	 	 	 	 
40013	5	0	 	 	 	0	 	 
40015	1	3	4	10	5	500	17	4
40015	2	0	 	 	 	0	 	 
40015	3	0	 	 	 	0	 	 
40015	4	0	 	 	 	 	 	 
40015	5	0	 	 	 	0	 	 
40016	1	2	4	10	5	166	17	4
40016	2	0	 	 	 	0	 	 
40016	3	0	 	 	 	0	 	 
40016	4	0	 	 	 	 	 	 
40016	5	0	 	 	 	0	 	 
40017	1	1	6	10	5	0	 	 
40017	2	0	 	 	 	0	 	 
40017	3	0	 	 	 	150	17	1
40017	4	0	 	 	 	 	 	 
40017	5	0	 	 	 	0	 	 
40018	1	 	 	 	 	156	17	1
40018	2	 	 	 	 	0	 	 
40018	3	 	 	 	 	0	 	 
40018	4	 	 	 	 	 	 	 
40018	5	 	 	 	 	0	 	 
40019	1	 	 	 	 	700	17	1
40019	2	 	 	 	 	0	 	 
40019	3	 	 	 	 	0	 	 
40019	4	 	 	 	 	 	 	 
40019	5	 	 	 	 	0	 	 
40020	1	 	 	 	 	0	 	 
40020	2	 	 	 	 	0	 	 
40020	3	 	 	 	 	16	17	1
40020	4	 	 	 	 	 	 	 
40020	5	 	 	 	 	0	 	 
40021	1	 	 	 	 	0	 	 
40021	2	 	 	 	 	0	 	 
40021	3	 	 	 	 	50	17	1
40021	4	 	 	 	 	 	 	 
40021	5	 	 	 	 	0	 	 
40022	1	 	 	 	 	0	 	 
40022	2	 	 	 	 	0	 	 
40022	3	 	 	 	 	150	17	1
40022	4	 	 	 	 	 	 	 
40022	5	 	 	 	 	0	 	 
40023	1	 	 	 	 	500	17	4
40023	2	 	 	 	 	0	 	 
40023	3	 	 	 	 	0	 	 
40023	4	 	 	 	 	 	 	 
40023	5	 	 	 	 	0	 	 
40024	1	3	4	10	5	0	 	 
40024	2	0	 	 	 	0	 	 
40024	3	0	 	 	 	100	17	1
40024	4	0	 	 	 	 	 	 
40024	5	0	 	 	 	0	 	 
40025	1	2	4	10	5	0	 	 
40025	2	0	 	 	 	0	 	 
40025	3	0	 	 	 	36	17	1
40025	4	0	 	 	 	 	 	 
40025	5	0	 	 	 	0	 	 
40026	1	1	4	10	5	0	 	 
40026	2	0	 	 	 	35	17	1
40026	3	0	 	 	 	0	 	 
40026	4	0	 	 	 	 	 	 
40026	5	0	 	 	 	0	 	 
40027	1	 	 	 	 	300	17	1
40027	2	 	 	 	 	0	 	 
40027	3	 	 	 	 	0	 	 
40027	4	 	 	 	 	 	 	 
40027	5	 	 	 	 	0	 	 
40028	1	2	4	10	5	75	17	1
40028	2	0	 	 	 	0	 	 
40028	3	0	 	 	 	0	 	 
40028	4	0	 	 	 	 	 	 
40028	5	0	 	 	 	0	 	 
40029	1	1	4	10	5	150	17	4
40029	2	0	 	 	 	0	 	 
40029	3	0	 	 	 	0	 	 
40029	4	0	 	 	 	 	 	 
40029	5	0	 	 	 	0	 	 
40030	1	2	4	10	5	300	17	1
40030	2	0	 	 	 	0	 	 
40030	3	0	 	 	 	0	 	 
40030	4	0	 	 	 	 	 	 
40030	5	0	 	 	 	0	 	 
40031	1	1	4	10	5	350	17	1
40031	2	0	 	 	 	0	 	 
40031	3	0	 	 	 	0	 	 
40031	4	0	 	 	 	 	 	 
40031	5	0	 	 	 	0	 	 
40032	1	3	4	10	5	165	17	4
40032	2	0	 	 	 	0	 	 
40032	3	0	 	 	 	0	 	 
40032	4	0	 	 	 	 	 	 
40032	5	0	 	 	 	0	 	 
40033	1	2	4	5	5	500	17	1
40033	2	0	 	 	 	0	 	 
40033	3	0	 	 	 	0	 	 
40033	4	2	4	5	5	 	 	 
40033	5	0	 	 	 	0	 	 
40034	1	 	 	 	 	300	17	1
40034	2	 	 	 	 	0	 	 
40034	3	 	 	 	 	0	 	 
40034	4	 	 	 	 	 	 	 
40034	5	 	 	 	 	0	 	 
40035	1	1	4	10	5	95	17	1
40035	2	0	 	 	 	0	 	 
40035	3	0	 	 	 	0	 	 
40035	4	0	 	 	 	 	 	 
40035	5	0	 	 	 	0	 	 
40036	1	1.5	4	10	5	120	17	3
40036	2	0	 	 	 	0	 	 
40036	3	0	 	 	 	0	 	 
40036	4	0	 	 	 	 	 	 
40036	5	0	 	 	 	0	 	 
40037	1	.5	4	5	5	150	17	1
40037	2	0	 	 	 	0	 	 
40037	3	0	 	 	 	16	17	1
40037	4	0	 	 	 	 	 	 
40037	5	0	 	 	 	0	 	 
40038	1	 	 	 	 	750	17	4
40038	2	 	 	 	 	0	 	 
40038	3	 	 	 	 	0	 	 
40038	4	 	 	 	 	 	 	 
40038	5	 	 	 	 	0	 	 
