CHILDCODE	LANDIDR5	TOTINDR5	USEINDR5	TOTLNDR5	USERANR5	USEDRYR5	PRIRRR5
70001	3	0	 	0	 	 	 
70001	4	 	 	0	 	 	 
70001	5	0	 	0	 	 	 
70002	1	.0199999995529652	1	.300000011920929	5	11	 
70002	2	0	 	0	 	 	 
70002	3	0	 	0	 	 	 
70002	4	 	 	0	 	 	 
70002	5	0	 	0	 	 	 
70003	1	.0199999995529652	1	2	5	11	 
70003	2	0	 	0	 	 	 
70003	3	0	 	0	 	 	 
70003	4	 	 	0	 	 	 
70003	5	0	 	0	 	 	 
70004	1	.0599999986588955	1	1	5	5	1
70004	2	0	 	0	 	 	 
70004	3	0	 	0	 	 	 
70004	4	 	 	0	 	 	 
70004	5	0	 	0	 	 	 
70005	1	0	 	.0500000007450581	5	11	 
70005	2	0	 	0	 	 	 
70005	3	0	 	0	 	 	 
70005	4	 	 	0	 	 	 
70005	5	0	 	0	 	 	 
70006	1	.0199999995529652	1	.300000011920929	5	11	 
70006	2	0	 	0	 	 	 
70006	3	0	 	0	 	 	 
70006	4	 	 	0	 	 	 
70006	5	0	 	0	 	 	 
70007	1	.0299999993294477	1	1.08000004291534	5	11	 
70007	2	0	 	0	 	 	 
70007	3	0	 	0	 	 	 
70007	4	 	 	0	 	 	 
70007	5	0	 	0	 	 	 
70008	1	.0299999993294477	1	2	5	11	 
70008	2	0	 	0	 	 	 
70008	3	0	 	0	 	 	 
70008	4	 	 	0	 	 	 
70008	5	0	 	0	 	 	 
70009	1	 	 	 	 	 	 
70009	2	 	 	 	 	 	 
70009	3	 	 	 	 	 	 
70009	4	 	 	 	 	 	 
70009	5	 	 	 	 	 	 
70010	1	.00999999977648258	1	0	 	 	 
70010	2	0	 	0	 	 	 
70010	3	0	 	0	 	 	 
70010	4	 	 	0	 	 	 
70010	5	0	 	0	 	 	 
70011	1	0	 	0	 	 	 
70011	2	.00999999977648258	1	0	 	 	 
70011	3	0	 	0	 	 	 
70011	4	 	 	0	 	 	 
70011	5	0	 	0	 	 	 
70012	1	.00999999977648258	1	.100000001490116	5	11	 
70012	2	0	 	0	 	 	 
70012	3	0	 	0	 	 	 
70012	4	 	 	0	 	 	 
70012	5	0	 	0	 	 	 
70013	1	.0599999986588955	1	.800000011920929	5	11	 
70013	2	0	 	0	 	 	 
70013	3	0	 	0	 	 	 
70013	4	 	 	0	 	 	 
70013	5	0	 	0	 	 	 
70014	1	.0299999993294477	1	0	 	 	 
70014	2	0	 	0	 	 	 
70014	3	0	 	0	 	 	 
70014	4	 	 	0	 	 	 
70014	5	0	 	0	 	 	 
70015	1	.0299999993294477	1	1	5	11	 
70015	2	0	 	0	 	 	 
70015	3	0	 	0	 	 	 
70015	4	 	 	0	 	 	 
70015	5	0	 	0	 	 	 
70016	1	.0299999993294477	1	 	 	 	 
70016	2	0	 	 	 	 	 
70016	3	0	 	 	 	 	 
70016	4	 	 	 	 	 	 
70016	5	0	 	 	 	 	 
70017	1	.0299999993294477	1	2.20000004768372	5	11	 
70017	2	0	 	0	 	 	 
70017	3	0	 	1.5	5	11	 
70017	4	 	 	0	 	 	 
70017	5	0	 	0	 	 	 
70018	1	.0299999993294477	1	0	 	 	 
70018	2	0	 	0	 	 	 
70018	3	0	 	0	 	 	 
70018	4	 	 	0	 	 	 
70018	5	0	 	0	 	 	 
70019	1	.00999999977648258	1	0	 	 	 
70019	2	0	 	0	 	 	 
70019	3	0	 	0	 	 	 
70019	4	 	 	0	 	 	 
70019	5	0	 	0	 	 	 
70020	1	.0399999991059303	1	.400000005960464	5	11	 
70020	2	0	 	0	 	 	 
70020	3	0	 	0	 	 	 
70020	4	 	 	0	 	 	 
70020	5	0	 	0	 	 	 
70021	1	.280000001192093	2	0	 	 	 
70021	2	0	 	0	 	 	 
70021	3	0	 	0	 	 	 
70021	4	 	 	0	 	 	 
70021	5	0	 	0	 	 	 
70022	1	.319999992847443	2	0	 	 	 
70022	2	0	 	0	 	 	 
70022	3	0	 	0	 	 	 
70022	4	 	 	0	 	 	 
70022	5	0	 	0	 	 	 
70023	1	.310000002384186	2	0	 	 	 
70023	2	0	 	0	 	 	 
70023	3	0	 	0	 	 	 
70023	4	 	 	0	 	 	 
70023	5	0	 	0	 	 	 
70024	1	1.62000000476837	2	.5	5	11	 
70024	2	0	 	0	 	 	 
70024	3	0	 	0	 	 	 
70024	4	 	 	0	 	 	 
70024	5	0	 	0	 	 	 
70025	1	.349999994039536	2	0	 	 	 
70025	2	0	 	0	 	 	 
70025	3	0	 	0	 	 	 
70025	4	 	 	0	 	 	 
70025	5	0	 	0	 	 	 
70026	1	.0299999993294477	1	1	5	11	 
70026	2	0	 	0	 	 	 
70026	3	0	 	0	 	 	 
70026	4	 	 	0	 	 	 
70026	5	0	 	0	 	 	 
70027	1	.0500000007450581	1	1	5	11	 
70027	2	0	 	0	 	 	 
70027	3	0	 	0	 	 	 
70027	4	 	 	0	 	 	 
70027	5	0	 	0	 	 	 
70028	1	.0299999993294477	1	1	5	11	 
70028	2	0	 	0	 	 	 
70028	3	0	 	0	 	 	 
70028	4	 	 	0	 	 	 
70028	5	0	 	0	 	 	 
70029	1	.00999999977648258	1	0	 	 	 
70029	2	0	 	0	 	 	 
70029	3	0	 	0	 	 	 
70029	4	 	 	1	5	11	 
70029	5	0	 	0	 	 	 
70030	1	.0599999986588955	1	1	5	11	 
70030	2	0	 	0	 	 	 
70030	3	0	 	2	5	11	 
70030	4	 	 	0	 	 	 
70030	5	0	 	0	 	 	 
70031	1	.00999999977648258	1	0	 	 	 
70031	2	0	 	0	 	 	 
70031	3	0	 	0	 	 	 
70031	4	 	 	0	 	 	 
70031	5	0	 	0	 	 	 
70032	1	.0399999991059303	1	0	 	 	 
70032	2	0	 	0	 	 	 
70032	3	0	 	.5	5	11	 
70032	4	 	 	0	 	 	 
70032	5	0	 	0	 	 	 
70033	1	.00999999977648258	1	3	5	5	4
70033	2	0	 	0	 	 	 
70033	3	0	 	2	5	5	4
70033	4	 	 	0	 	 	 
70033	5	0	 	0	 	 	 
70034	1	.0500000007450581	1	0	 	 	 
70034	2	0	 	0	 	 	 
70034	3	0	 	1	5	5	4
70034	4	 	 	0	 	 	 
70034	5	0	 	0	 	 	 
70035	1	.0399999991059303	1	0	 	 	 
70035	2	0	 	0	 	 	 
70035	3	0	 	0	 	 	 
70035	4	 	 	0	 	 	 
70035	5	0	 	0	 	 	 
70036	1	.0299999993294477	1	.920000016689301	5	5	4
70036	2	0	 	0	 	 	 
70036	3	0	 	0	 	 	 
70036	4	 	 	0	 	 	 
70036	5	0	 	0	 	 	 
70038	1	.0199999995529652	1	1	5	11	 
70038	2	0	 	0	 	 	 
70038	3	0	 	0	 	 	 
70038	4	 	 	0	 	 	 
70038	5	0	 	0	 	 	 
70039	1	.0199999995529652	1	0	 	 	 
70039	2	0	 	0	 	 	 
70039	3	0	 	0	 	 	 
70039	4	 	 	0	 	 	 
70039	5	0	 	0	 	 	 
70040	1	 	 	 	 	 	 
70040	2	 	 	 	 	 	 
70040	3	 	 	 	 	 	 
70040	4	 	 	 	 	 	 
70040	5	 	 	 	 	 	 
70041	1	.0199999995529652	1	0	 	 	 
70041	2	0	 	0	 	 	 
70041	3	0	 	0	 	 	 
70041	4	 	 	0	 	 	 
70041	5	0	 	0	 	 	 
70042	1	.00999999977648258	1	.5	5	11	 
70042	2	0	 	0	 	 	 
70042	3	0	 	0	 	 	 
70042	4	 	 	0	 	 	 
70042	5	0	 	0	 	 	 
70043	1	.0299999993294477	1	.200000002980232	5	5	4
70043	2	0	 	0	 	 	 
70043	3	0	 	0	 	 	 
70043	4	 	 	0	 	 	 
70043	5	0	 	0	 	 	 
70045	1	.0299999993294477	1	2	5	11	 
70045	2	0	 	0	 	 	 
70045	3	0	 	0	 	 	 
70045	4	 	 	0	 	 	 
70045	5	0	 	0	 	 	 
70046	1	.0199999995529652	1	1	5	11	 
70046	2	0	 	0	 	 	 
70046	3	0	 	0	 	 	 
70046	4	 	 	0	 	 	 
70046	5	0	 	0	 	 	 
70047	1	.00999999977648258	1	0	 	 	 
70047	2	0	 	0	 	 	 
70047	3	0	 	0	 	 	 
70047	4	 	 	0	 	 	 
70047	5	0	 	0	 	 	 
70048	1	0	 	0	 	 	 
70048	2	0	 	0	 	 	 
70048	3	0	 	0	 	 	 
70048	4	 	 	0	 	 	 
70048	5	.0199999995529652	1	0	 	 	 
70049	1	.0199999995529652	1	0	 	 	 
70049	2	0	 	0	 	 	 
70049	3	0	 	0	 	 	 
70049	4	 	 	0	 	 	 
70049	5	0	 	0	 	 	 
70050	1	.00999999977648258	1	.800000011920929	5	11	 
70050	2	0	 	0	 	 	 
70050	3	0	 	0	 	 	 
70050	4	 	 	0	 	 	 
70050	5	0	 	0	 	 	 
70051	1	.0399999991059303	1	2.46000003814697	5	11	 
70051	2	0	 	0	 	 	 
70051	3	0	 	0	 	 	 
70051	4	 	 	0	 	 	 
70051	5	0	 	0	 	 	 
70052	1	.0199999995529652	1	.400000005960464	5	5	2
70052	2	0	 	0	 	 	 
70052	3	0	 	0	 	 	 
70052	4	 	 	0	 	 	 
70052	5	0	 	0	 	 	 
70053	1	.0399999991059303	1	0	 	 	 
70053	2	0	 	0	 	 	 
70053	3	0	 	0	 	 	 
70053	4	 	 	0	 	 	 
70053	5	0	 	0	 	 	 
70054	1	.0299999993294477	1	0	 	 	 
70054	2	0	 	0	 	 	 
70054	3	0	 	0	 	 	 
70054	4	 	 	0	 	 	 
70054	5	0	 	0	 	 	 
70055	1	3	1	2	5	5	4
70055	2	0	 	0	 	 	 
70055	3	0	 	0	 	 	 
70055	4	 	 	0	 	 	 
70055	5	0	 	0	 	 	 
70056	1	.0199999995529652	1	.300000011920929	5	11	 
70056	2	0	 	0	 	 	 
70056	3	0	 	0	 	 	 
70056	4	 	 	0	 	 	 
70056	5	0	 	0	 	 	 
70057	1	.0799999982118607	1	0	 	 	 
70057	2	0	 	0	 	 	 
70057	3	0	 	0	 	 	 
70057	4	 	 	0	 	 	 
70057	5	0	 	0	 	 	 
70058	1	.00999999977648258	1	.800000011920929	5	5	3
70058	2	0	 	0	 	 	 
70058	3	0	 	0	 	 	 
70058	4	 	 	0	 	 	 
70058	5	0	 	0	 	 	 
70059	1	.0199999995529652	1	1	5	5	4
70059	2	0	 	0	 	 	 
70059	3	0	 	0	 	 	 
70059	4	 	 	0	 	 	 
70059	5	0	 	0	 	 	 
70060	1	.00999999977648258	1	0	 	 	 
70060	2	0	 	0	 	 	 
70060	3	0	 	0	 	 	 
70060	4	 	 	0	 	 	 
70060	5	0	 	0	 	 	 
70061	1	.0299999993294477	1	1.32000005245209	5	11	 
70061	2	0	 	0	 	 	 
70061	3	0	 	0	 	 	 
70061	4	 	 	0	 	 	 
70061	5	0	 	0	 	 	 
70062	1	.0199999995529652	1	.5	5	5	4
70062	2	0	 	0	 	 	 
70062	3	0	 	0	 	 	 
70062	4	 	 	0	 	 	 
70062	5	0	 	0	 	 	 
70063	1	.00999999977648258	1	1.5	5	5	1
70063	2	0	 	0	 	 	 
70063	3	0	 	0	 	 	 
70063	4	 	 	0	 	 	 
70063	5	0	 	0	 	 	 
70064	1	.200000002980232	1	11	5	5	1
70064	2	0	 	0	 	 	 
70064	3	0	 	0	 	 	 
70064	4	 	 	0	 	 	 
70064	5	0	 	0	 	 	 
70065	1	1	2	10	5	5	3
70065	2	0	 	0	 	 	 
70065	3	0	 	0	 	 	 
70065	4	 	 	0	 	 	 
70065	5	0	 	0	 	 	 
70066	1	.800000011920929	2	20	5	5	3
70066	2	0	 	0	 	 	 
70066	3	0	 	0	 	 	 
70066	4	 	 	0	 	 	 
70066	5	0	 	0	 	 	 
70067	1	.0399999991059303	1	.400000005960464	5	5	1
70067	2	0	 	0	 	 	 
70067	3	0	 	0	 	 	 
70067	4	 	 	0	 	 	 
70067	5	0	 	0	 	 	 
70068	1	.00999999977648258	2	.200000002980232	11	11	 
70068	2	0	 	0	 	 	 
70068	3	0	 	2	5	5	1
70068	4	 	 	0	 	 	 
70068	5	0	 	0	 	 	 
70069	1	.0500000007450581	1	1	5	11	 
70069	2	0	 	0	 	 	 
70069	3	0	 	0	 	 	 
70069	4	 	 	0	 	 	 
70069	5	0	 	0	 	 	 
70070	1	.0199999995529652	1	0	 	 	 
70070	2	0	 	0	 	 	 
70070	3	0	 	0	 	 	 
70070	4	 	 	0	 	 	 
70070	5	0	 	0	 	 	 
70071	1	.0399999991059303	1	0	 	 	 
70071	2	0	 	0	 	 	 
70071	3	0	 	0	 	 	 
70071	4	 	 	0	 	 	 
70071	5	0	 	0	 	 	 
70072	1	.0399999991059303	1	0	 	 	 
70072	2	0	 	0	 	 	 
70072	3	0	 	0	 	 	 
70072	4	 	 	0	 	 	 
70072	5	0	 	0	 	 	 
70074	1	.00999999977648258	1	0	 	 	 
70074	2	0	 	0	 	 	 
70074	3	0	 	0	 	 	 
70074	4	 	 	0	 	 	 
70074	5	0	 	0	 	 	 
70075	1	.0399999991059303	1	1	5	11	 
70075	2	0	 	0	 	 	 
70075	3	0	 	0	 	 	 
70075	4	 	 	0	 	 	 
70075	5	0	 	0	 	 	 
70076	1	0	 	 	 	 	 
70076	2	0	 	 	 	 	 
70076	3	0	 	 	 	 	 
70076	4	 	 	 	 	 	 
70076	5	0	 	 	 	 	 
70077	1	.0500000007450581	1	1	5	11	 
70077	2	0	 	0	 	 	 
70077	3	0	 	0	 	 	 
70077	4	 	 	0	 	 	 
70077	5	0	 	0	 	 	 
70078	1	.0199999995529652	1	0	 	 	 
70078	2	0	 	0	 	 	 
70078	3	0	 	0	 	 	 
70078	4	 	 	0	 	 	 
70078	5	0	 	0	 	 	 
70079	1	.0399999991059303	1	1	5	11	 
70079	2	0	 	0	 	 	 
70079	3	0	 	0	 	 	 
70079	4	 	 	0	 	 	 
70079	5	0	 	0	 	 	 
70080	1	.0299999993294477	1	2	5	11	 
70080	2	0	 	0	 	 	 
70080	3	0	 	0	 	 	 
70080	4	 	 	0	 	 	 
70080	5	0	 	0	 	 	 
70081	1	.0500000007450581	1	 	 	 	 
70081	2	0	 	 	 	 	 
70081	3	0	 	 	 	 	 
70081	4	 	 	 	 	 	 
70081	5	0	 	 	 	 	 
70082	1	.100000001490116	1	9	5	11	 
70082	2	0	 	0	 	 	 
70082	3	0	 	0	 	 	 
70082	4	 	 	0	 	 	 
70082	5	0	 	0	 	 	 
70083	1	.00999999977648258	1	0	 	 	 
70083	2	0	 	0	 	 	 
70083	3	0	 	0	 	 	 
70083	4	 	 	0	 	 	 
70083	5	0	 	0	 	 	 
70084	1	.0399999991059303	1	1	5	5	5
70084	2	0	 	0	 	 	 
70084	3	0	 	0	 	 	 
70084	4	 	 	0	 	 	 
70084	5	0	 	0	 	 	 
70085	1	.0199999995529652	1	0	 	 	 
70085	2	0	 	0	 	 	 
70085	3	0	 	0	 	 	 
70085	4	 	 	0	 	 	 
70085	5	0	 	0	 	 	 
70086	1	.0399999991059303	1	.300000011920929	5	11	 
70086	2	0	 	0	 	 	 
70086	3	0	 	0	 	 	 
70086	4	 	 	0	 	 	 
70086	5	0	 	0	 	 	 
70087	1	.0299999993294477	1	0	 	 	 
70087	2	0	 	0	 	 	 
70087	3	0	 	0	 	 	 
70087	4	 	 	0	 	 	 
70087	5	0	 	0	 	 	 
70088	1	.0299999993294477	1	0	 	 	 
70088	2	0	 	0	 	 	 
70088	3	0	 	0	 	 	 
70088	4	 	 	0	 	 	 
70088	5	0	 	0	 	 	 
70089	1	.0199999995529652	1	0	 	 	 
70089	2	0	 	0	 	 	 
70089	3	0	 	0	 	 	 
70089	4	 	 	0	 	 	 
70089	5	0	 	0	 	 	 
70090	1	.0199999995529652	1	0	 	 	 
70090	2	0	 	0	 	 	 
70090	3	0	 	0	 	 	 
70090	4	 	 	0	 	 	 
70090	5	0	 	0	 	 	 
70091	1	.00999999977648258	1	0	 	 	 
70091	2	0	 	0	 	 	 
70091	3	0	 	0	 	 	 
70091	4	 	 	0	 	 	 
70091	5	0	 	0	 	 	 
70092	1	.0299999993294477	1	.5	5	11	 
70092	2	0	 	0	 	 	 
70092	3	0	 	0	 	 	 
70092	4	 	 	0	 	 	 
70092	5	0	 	0	 	 	 
70093	1	.0700000002980232	1	1	5	11	 
70093	2	0	 	0	 	 	 
70093	3	0	 	0	 	 	 
70093	4	 	 	2	5	11	 
70093	5	0	 	0	 	 	 
70094	1	.0299999993294477	1	0	 	 	 
70094	2	0	 	0	 	 	 
70094	3	0	 	0	 	 	 
70094	4	 	 	2	5	11	 
70094	5	0	 	0	 	 	 
70095	1	.0399999991059303	1	1	5	11	 
70095	2	0	 	0	 	 	 
70095	3	0	 	0	 	 	 
70095	4	 	 	0	 	 	 
70095	5	0	 	0	 	 	 
70096	1	2	2	3	5	11	 
70096	2	0	 	0	 	 	 
70096	3	0	 	0	 	 	 
70096	4	 	 	0	 	 	 
70096	5	0	 	0	 	 	 
70097	1	.0299999993294477	1	0	 	 	 
70097	2	0	 	0	 	 	 
70097	3	0	 	3	5	5	5
70097	4	 	 	0	 	 	 
70097	5	0	 	0	 	 	 
70098	1	.00999999977648258	1	0	 	 	 
70098	2	0	 	0	 	 	 
70098	3	0	 	0	 	 	 
70098	4	 	 	0	 	 	 
70098	5	0	 	0	 	 	 
70099	1	.00999999977648258	1	.349999994039536	5	11	 
70099	2	0	 	0	 	 	 
70099	3	0	 	0	 	 	 
70099	4	 	 	0	 	 	 
70099	5	0	 	0	 	 	 
70100	1	.0599999986588955	1	.800000011920929	5	11	 
70100	2	0	 	0	 	 	 
70100	3	0	 	0	 	 	 
70100	4	 	 	0	 	 	 
70100	5	0	 	0	 	 	 
80001	1	.0399999991059303	1	0	 	 	 
80001	2	0	 	0	 	 	 
80001	3	0	 	0	 	 	 
80001	4	 	 	0	 	 	 
80001	5	0	 	0	 	 	 
80002	1	.0399999991059303	1	10	5	11	 
80002	2	0	 	0	 	 	 
80002	3	0	 	0	 	 	 
80002	4	 	 	0	 	 	 
80002	5	0	 	0	 	 	 
80003	1	0	 	0	 	 	 
80003	2	0	 	0	 	 	 
80003	3	0	 	0	 	 	 
80003	4	 	 	0	 	 	 
80003	5	0	 	0	 	 	 
80004	1	.0799999982118607	1	5	5	11	 
80004	2	0	 	0	 	 	 
80004	3	0	 	0	 	 	 
80004	4	 	 	0	 	 	 
80004	5	0	 	0	 	 	 
80005	1	.00999999977648258	1	0	 	 	 
80005	2	0	 	0	 	 	 
80005	3	0	 	0	 	 	 
80005	4	 	 	0	 	 	 
80005	5	0	 	0	 	 	 
80006	1	0	 	0	 	 	 
80006	2	0	 	0	 	 	 
80006	3	0	 	2	5	11	 
80006	4	 	 	0	 	 	 
80006	5	0	 	0	 	 	 
80007	1	.0299999993294477	1	0	 	 	 
80007	2	0	 	0	 	 	 
80007	3	0	 	2	5	11	 
80007	4	 	 	0	 	 	 
80007	5	0	 	0	 	 	 
80008	1	0	 	.5	5	11	 
80008	2	0	 	0	 	 	 
80008	3	.0199999995529652	1	0	 	 	 
80008	4	 	 	0	 	 	 
80008	5	0	 	0	 	 	 
80009	1	.119999997317791	1	.5	11	11	 
80009	2	0	 	0	 	 	 
80009	3	0	 	0	 	 	 
80009	4	 	 	0	 	 	 
80009	5	0	 	0	 	 	 
80010	1	.0199999995529652	1	0	 	 	 
80010	2	0	 	0	 	 	 
80010	3	0	 	0	 	 	 
80010	4	 	 	0	 	 	 
80010	5	0	 	0	 	 	 
80011	1	.0299999993294477	1	0	 	 	 
80011	2	0	 	0	 	 	 
80011	3	0	 	0	 	 	 
80011	4	 	 	0	 	 	 
80011	5	0	 	0	 	 	 
80012	1	.0299999993294477	1	0	 	 	 
80012	2	0	 	0	 	 	 
80012	3	0	 	0	 	 	 
80012	4	 	 	0	 	 	 
80012	5	0	 	0	 	 	 
80013	1	.00999999977648258	1	0	 	 	 
80013	2	0	 	0	 	 	 
80013	3	0	 	1.5	5	11	 
80013	4	 	 	0	 	 	 
80013	5	0	 	0	 	 	 
80014	1	.0299999993294477	1	1	5	11	 
80014	2	0	 	0	 	 	 
80014	3	0	 	0	 	 	 
80014	4	 	 	0	 	 	 
80014	5	0	 	0	 	 	 
80015	1	.00999999977648258	1	0	 	 	 
80015	2	0	 	0	 	 	 
80015	3	0	 	0	 	 	 
80015	4	 	 	0	 	 	 
80015	5	0	 	0	 	 	 
80016	1	.0299999993294477	1	2	5	11	 
80016	2	0	 	0	 	 	 
80016	3	0	 	0	 	 	 
80016	4	 	 	0	 	 	 
80016	5	0	 	0	 	 	 
80017	1	.0299999993294477	1	0	 	 	 
80017	2	0	 	0	 	 	 
80017	3	0	 	0	 	 	 
80017	4	 	 	0	 	 	 
80017	5	0	 	0	 	 	 
80018	1	.0299999993294477	1	0	 	 	 
80018	2	0	 	0	 	 	 
80018	3	0	 	2.5	5	11	 
80018	4	 	 	0	 	 	 
80018	5	0	 	0	 	 	 
80019	1	.0299999993294477	1	3	5	5	4
80019	2	0	 	2	5	5	4
80019	3	0	 	0	 	 	 
80019	4	 	 	0	 	 	 
80019	5	0	 	0	 	 	 
80020	1	.0199999995529652	1	0	 	 	 
80020	2	0	 	0	 	 	 
80020	3	0	 	0	 	 	 
80020	4	 	 	0	 	 	 
80020	5	0	 	0	 	 	 
80021	1	.0199999995529652	1	2.64000010490417	5	11	 
80021	2	0	 	0	 	 	 
80021	3	0	 	0	 	 	 
80021	4	 	 	0	 	 	 
80021	5	0	 	0	 	 	 
80022	1	.300000011920929	1	12	5	11	 
80022	2	0	 	0	 	 	 
80022	3	0	 	0	 	 	 
80022	4	 	 	0	 	 	 
80022	5	0	 	0	 	 	 
80023	1	.300000011920929	1	.5	5	11	 
80023	2	0	 	0	 	 	 
80023	3	0	 	0	 	 	 
80023	4	 	 	0	 	 	 
80023	5	0	 	0	 	 	 
80024	1	.0199999995529652	1	0	 	 	 
80024	2	0	 	0	 	 	 
80024	3	0	 	0	 	 	 
80024	4	 	 	0	 	 	 
80024	5	0	 	0	 	 	 
80025	1	.0199999995529652	1	0	 	 	 
80025	2	0	 	0	 	 	 
80025	3	0	 	.5	5	5	4
80025	4	 	 	0	 	 	 
80025	5	0	 	0	 	 	 
80026	1	.0399999991059303	1	1	5	11	 
80026	2	0	 	0	 	 	 
80026	3	0	 	.5	5	11	 
80026	4	 	 	0	 	 	 
80026	5	0	 	0	 	 	 
80027	1	0	 	 	 	 	 
80027	2	0	 	 	 	 	 
80027	3	0	 	 	 	 	 
80027	4	 	 	 	 	 	 
80027	5	0	 	 	 	 	 
80028	1	.0199999995529652	3	0	 	 	 
80028	2	0	 	0	 	 	 
80028	3	0	 	0	 	 	 
80028	4	 	 	0	 	 	 
80028	5	0	 	0	 	 	 
80029	1	.0199999995529652	11	0	 	 	 
80029	2	0	 	0	 	 	 
80029	3	0	 	0	 	 	 
80029	4	 	 	0	 	 	 
80029	5	0	 	0	 	 	 
80030	1	.0299999993294477	1	7	5	13	1
80030	2	0	 	0	 	 	 
80030	3	0	 	8	5	11	 
80030	4	 	 	0	 	 	 
80030	5	0	 	0	 	 	 
80031	1	.0299999993294477	2	1	5	11	 
80031	2	0	 	0	 	 	 
80031	3	0	 	15	5	11	 
80031	4	 	 	0	 	 	 
80031	5	0	 	0	 	 	 
80032	1	.0299999993294477	1	0	 	 	 
80032	2	0	 	0	 	 	 
80032	3	0	 	2	5	11	 
80032	4	 	 	0	 	 	 
80032	5	0	 	0	 	 	 
80033	1	.0399999991059303	1	.5	5	11	 
80033	2	0	 	0	 	 	 
80033	3	0	 	.5	5	11	 
80033	4	 	 	0	 	 	 
80033	5	0	 	0	 	 	 
80034	1	.0199999995529652	1	.5	11	11	 
80034	2	0	 	0	 	 	 
80034	3	0	 	0	 	 	 
80034	4	 	 	0	 	 	 
80034	5	0	 	0	 	 	 
80035	1	.0299999993294477	1	.5	5	11	 
80035	2	0	 	0	 	 	 
80035	3	0	 	0	 	 	 
80035	4	 	 	0	 	 	 
80035	5	0	 	0	 	 	 
80036	1	.0299999993294477	1	4	5	11	 
80036	2	0	 	0	 	 	 
80036	3	0	 	0	 	 	 
80036	4	 	 	0	 	 	 
80036	5	0	 	0	 	 	 
80037	1	.0299999993294477	1	0	 	 	 
80037	2	0	 	0	 	 	 
80037	3	0	 	0	 	 	 
80037	4	 	 	0	 	 	 
80037	5	0	 	0	 	 	 
80038	1	.0199999995529652	1	1.5	5	5	3
80038	2	0	 	0	 	 	 
80038	3	0	 	0	 	 	 
80038	4	 	 	0	 	 	 
80038	5	0	 	0	 	 	 
80039	1	.100000001490116	1	.5	5	11	 
80039	2	0	 	0	 	 	 
80039	3	0	 	3	5	11	 
80039	4	 	 	0	 	 	 
80039	5	0	 	0	 	 	 
80040	1	.0399999991059303	1	.850000023841858	5	11	 
80040	2	0	 	0	 	 	 
80040	3	0	 	3.5	5	11	 
80040	4	 	 	0	 	 	 
80040	5	0	 	0	 	 	 
80041	1	.0199999995529652	1	0	 	 	 
80041	2	0	 	0	 	 	 
80041	3	0	 	0	 	 	 
80041	4	 	 	0	 	 	 
80041	5	0	 	0	 	 	 
80042	1	.0399999991059303	1	0	 	 	 
80042	2	0	 	0	 	 	 
80042	3	0	 	0	 	 	 
80042	4	 	 	0	 	 	 
80042	5	0	 	0	 	 	 
80043	1	.0700000002980232	1	.5	5	11	 
80043	2	0	 	0	 	 	 
80043	3	0	 	0	 	 	 
80043	4	 	 	0	 	 	 
80043	5	0	 	0	 	 	 
80044	1	.0399999991059303	1	.5	5	11	 
80044	2	0	 	0	 	 	 
80044	3	0	 	0	 	 	 
80044	4	 	 	0	 	 	 
80044	5	0	 	0	 	 	 
80045	1	0	 	 	 	 	 
80045	2	0	 	 	 	 	 
80045	3	0	 	 	 	 	 
80045	4	 	 	 	 	 	 
80045	5	0	 	 	 	 	 
80046	1	.0199999995529652	1	 	 	 	 
80046	2	0	 	 	 	 	 
80046	3	0	 	 	 	 	 
80046	4	 	 	 	 	 	 
80046	5	0	 	 	 	 	 
80047	1	.00999999977648258	1	0	 	 	 
80047	2	0	 	0	 	 	 
80047	3	0	 	1.5	5	11	 
80047	4	 	 	0	 	 	 
80047	5	0	 	0	 	 	 
80048	1	.0299999993294477	1	2	5	5	4
80048	2	0	 	0	 	 	 
80048	3	0	 	0	 	 	 
80048	4	 	 	0	 	 	 
80048	5	0	 	0	 	 	 
80049	1	.0299999993294477	1	1.5	5	11	 
80049	2	0	 	0	 	 	 
80049	3	0	 	0	 	 	 
80049	4	 	 	0	 	 	 
80049	5	0	 	0	 	 	 
80050	1	.0199999995529652	1	1	5	5	4
80050	2	0	 	0	 	 	 
80050	3	0	 	0	 	 	 
80050	4	 	 	0	 	 	 
80050	5	0	 	0	 	 	 
80051	1	.00999999977648258	1	0	 	 	 
80051	2	0	 	0	 	 	 
80051	3	0	 	0	 	 	 
80051	4	 	 	0	 	 	 
80051	5	0	 	0	 	 	 
80052	1	.0500000007450581	1	3	5	11	 
80052	2	0	 	0	 	 	 
80052	3	0	 	1	5	5	4
80052	4	 	 	0	 	 	 
80052	5	0	 	0	 	 	 
80053	1	.0199999995529652	1	1.5	5	5	4
80053	2	0	 	0	 	 	 
80053	3	0	 	0	 	 	 
80053	4	 	 	0	 	 	 
80053	5	0	 	0	 	 	 
80054	1	.0199999995529652	1	0	 	 	 
80054	2	0	 	0	 	 	 
80054	3	0	 	1.5	5	11	 
80054	4	 	 	0	 	 	 
80054	5	0	 	0	 	 	 
80055	1	.0799999982118607	1	.300000011920929	5	11	 
80055	2	0	 	0	 	 	 
80055	3	0	 	0	 	 	 
80055	4	 	 	0	 	 	 
80055	5	0	 	0	 	 	 
80056	1	.0399999991059303	1	1	5	5	4
80056	2	0	 	0	 	 	 
80056	3	0	 	5	5	11	 
