CHILDCODE	NONFODR4	SPYRR4	SPNMR4
10049	13	900	4
10049	14	0	 
10049	15	3	4
10049	16	0	 
10049	17	-77	 
10049	18	0	 
10049	19	0	 
10049	20	0	 
10049	21	0	 
10049	22	0	 
10049	23	0	 
10049	24	0	 
10049	25	0	 
10049	26	0	 
10049	27	0	 
10049	28	0	 
10049	29	0	 
10049	30	0	 
10049	31	0	 
10049	32	500	2
10049	33	0	 
10050	1	1000	 
10050	2	1000	 
10050	3	3000	1
10050	4	0	 
10050	5	200	 
10050	6	200	 
10050	7	400	1
10050	8	0	 
10050	9	0	 
10050	10	600	1
10050	11	0	 
10050	12	400	1
10050	13	0	 
10050	14	10000	2
10050	15	800	1
10050	16	0	 
10050	17	0	 
10050	18	1000	2
10050	19	0	 
10050	20	0	 
10050	21	0	 
10050	22	0	 
10050	23	0	 
10050	24	0	 
10050	25	0	 
10050	26	0	 
10050	27	0	 
10050	28	0	 
10050	29	100	1
10050	30	0	 
10050	31	0	 
10050	32	2300	1
10050	33	0	 
10051	1	300	 
10051	2	1000	 
10051	3	0	 
10051	4	200	4
10051	5	40	 
10051	6	200	 
10051	7	300	0
10051	8	125	4
10051	9	150	4
10051	10	0	 
10051	11	500	4
10051	12	0	 
10051	13	0	 
10051	14	0	 
10051	15	600	4
10051	16	0	 
10051	17	0	 
10051	18	0	 
10051	19	0	 
10051	20	0	 
10051	21	0	 
10051	22	0	 
10051	23	0	 
10051	24	0	 
10051	25	4500	 
10051	26	300	0
10051	27	0	 
10051	28	20	4
10051	29	0	 
10051	30	0	 
10051	31	200	 
10051	32	800	2
10051	33	0	 
10052	1	500	 
10052	2	2000	 
10052	3	1000	4
10052	4	0	 
10052	5	100	 
10052	6	200	 
10052	7	100	4
10052	8	0	 
10052	9	0	 
10052	10	300	4
10052	11	0	 
10052	12	700	4
10052	13	0	 
10052	14	960	4
10052	15	100	4
10052	16	0	 
10052	17	0	 
10052	18	50	1
10052	19	0	 
10052	20	0	 
10052	21	0	 
10052	22	300	4
10052	23	0	 
10052	24	0	 
10052	25	10000	 
10052	26	900	0
10052	27	0	 
10052	28	0	 
10052	29	100	4
10052	30	0	 
10052	31	0	 
10052	32	830	1
10052	33	0	 
10053	1	0	 
10053	2	0	 
10053	3	200	4
10053	4	0	 
10053	5	0	 
10053	6	100	 
10053	7	100	4
10053	8	0	 
10053	9	0	 
10053	10	95	4
10053	11	0	 
10053	12	50	4
10053	13	0	 
10053	14	0	 
10053	15	200	4
10053	16	0	 
10053	17	0	 
10053	18	0	 
10053	19	0	 
10053	20	0	 
10053	21	0	 
10053	22	0	 
10053	23	0	 
10053	24	0	 
10053	25	0	 
10053	26	0	 
10053	27	0	 
10053	28	0	 
10053	29	20	4
10053	30	0	 
10053	31	0	 
10053	32	0	 
10053	33	0	 
10055	1	1000	 
10055	2	2000	 
10055	3	0	 
10055	4	1200	2
10055	5	400	 
10055	6	100	 
10055	7	0	 
10055	8	200	2
10055	9	1000	2
10055	10	0	 
10055	11	-77	 
10055	12	0	 
10055	13	3500	1
10055	14	0	 
10055	15	1500	2
10055	16	0	 
10055	17	0	 
10055	18	0	 
10055	19	0	 
10055	20	0	 
10055	21	0	 
10055	22	0	 
10055	23	0	 
10055	24	0	 
10055	25	0	 
10055	26	0	 
10055	27	0	 
10055	28	0	 
10055	29	0	 
10055	30	0	 
10055	31	0	 
10055	32	580	2
10055	33	0	 
10056	1	1000	 
10056	2	3000	 
10056	3	1500	4
10056	4	1000	0
10056	5	300	 
10056	6	1500	 
10056	7	800	1
10056	8	500	0
10056	9	300	0
10056	10	300	4
10056	11	717	0
10056	12	800	4
10056	13	840	0
10056	14	2400	4
10056	15	2000	3
10056	16	0	 
10056	17	500	0
10056	18	5000	0
10056	19	0	 
10056	20	1000	0
10056	21	0	 
10056	22	2000	2
10056	23	1000	0
10056	24	0	 
10056	25	0	 
10056	26	1500	1
10056	27	0	 
10056	28	10	0
10056	29	15	4
10056	30	0	 
10056	31	0	 
10056	32	580	2
10056	33	0	 
10057	1	350	 
10057	2	150	 
10057	3	350	4
10057	4	350	0
10057	5	250	 
10057	6	70	 
10057	7	70	4
10057	8	80	0
10057	9	130	0
10057	10	270	4
10057	11	820	0
10057	12	450	4
10057	13	720	0
10057	14	2300	4
10057	15	500	1
10057	16	0	 
10057	17	3500	0
10057	18	0	 
10057	19	0	 
10057	20	0	 
10057	21	0	 
10057	22	0	 
10057	23	0	 
10057	24	0	 
10057	25	0	 
10057	26	0	 
10057	27	0	 
10057	28	0	 
10057	29	0	 
10057	30	0	 
10057	31	0	 
10057	32	290	0
10057	33	0	 
10058	1	0	 
10058	2	3000	 
10058	3	0	 
10058	4	2000	4
10058	5	50	 
10058	6	0	 
10058	7	0	 
10058	8	1000	4
10058	9	150	4
10058	10	0	 
10058	11	0	 
10058	12	0	 
10058	13	4800	4
10058	14	0	 
10058	15	2000	4
10058	16	0	 
10058	17	1000	4
10058	18	200	4
10058	19	0	 
10058	20	0	 
10058	21	0	 
10058	22	0	 
10058	23	0	 
10058	24	0	 
10058	25	0	 
10058	26	0	 
10058	27	0	 
10058	28	0	 
10058	29	0	 
10058	30	0	 
10058	31	0	 
10058	32	3270	1
10058	33	0	 
10059	1	500	 
10059	2	500	 
10059	3	0	 
10059	4	600	4
10059	5	200	 
10059	6	150	 
10059	7	0	 
10059	8	200	4
10059	9	100	4
10059	10	0	 
10059	11	0	 
10059	12	0	 
10059	13	5000	4
10059	14	0	 
10059	15	1000	4
10059	16	0	 
10059	17	30000	4
10059	18	2000	4
10059	19	0	 
10059	20	0	 
10059	21	0	 
10059	22	0	 
10059	23	0	 
10059	24	0	 
10059	25	0	 
10059	26	5000	4
10059	27	0	 
10059	28	0	 
10059	29	0	 
10059	30	0	 
10059	31	0	 
10059	32	940	4
10059	33	0	 
10060	1	1500	 
10060	2	3000	 
10060	3	1000	4
10060	4	0	 
10060	5	600	 
10060	6	1000	 
10060	7	200	4
10060	8	0	 
10060	9	0	 
10060	10	300	4
10060	11	0	 
10060	12	630	4
10060	13	0	 
10060	14	6000	4
10060	15	500	4
10060	16	0	 
10060	17	500	1
10060	18	500	1
10060	19	0	 
10060	20	300	1
10060	21	0	 
10060	22	0	 
10060	23	0	 
10060	24	0	 
10060	25	8000	 
10060	26	3000	0
10060	27	0	 
10060	28	0	 
10060	29	200	4
10060	30	0	 
10060	31	50	 
10060	32	700	1
10060	33	0	 
10061	1	2000	 
10061	2	0	 
10061	3	0	 
10061	4	800	4
10061	5	-77	 
10061	6	28	 
10061	7	0	 
10061	8	15	4
10061	9	0	 
10061	10	0	 
10061	11	0	 
10061	12	0	 
10061	13	0	 
10061	14	0	 
10061	15	0	 
10061	16	0	 
10061	17	2000	4
10061	18	400	2
10061	19	0	 
10061	20	0	 
10061	21	0	 
10061	22	0	 
10061	23	0	 
10061	24	0	 
10061	25	0	 
10061	26	2000	2
10061	27	0	 
10061	28	0	 
10061	29	0	 
10061	30	0	 
10061	31	0	 
10061	32	0	 
10061	33	0	 
10062	1	200	 
10062	2	0	 
10062	3	1000	1
10062	4	200	4
10062	5	0	 
10062	6	50	 
10062	7	100	4
10062	8	50	4
10062	9	500	4
10062	10	1500	1
10062	11	0	 
10062	12	540	2
10062	13	480	4
10062	14	2000	3
10062	15	1000	1
10062	16	0	 
10062	17	0	 
10062	18	0	 
10062	19	0	 
10062	20	0	 
10062	21	0	 
10062	22	0	 
10062	23	0	 
10062	24	0	 
10062	25	0	 
10062	26	0	 
10062	27	0	 
10062	28	0	 
10062	29	0	 
10062	30	0	 
10062	31	0	 
10062	32	290	0
10062	33	0	 
10063	1	500	 
10063	2	500	 
10063	3	0	 
10063	4	0	 
10063	5	60	 
10063	6	60	 
10063	7	100	4
10063	8	50	4
10063	9	0	 
10063	10	650	4
10063	11	0	 
10063	12	0	 
10063	13	0	 
10063	14	2500	4
10063	15	300	4
10063	16	0	 
10063	17	0	 
10063	18	200	4
10063	19	0	 
10063	20	0	 
10063	21	0	 
10063	22	0	 
10063	23	0	 
10063	24	0	 
10063	25	0	 
10063	26	0	 
10063	27	0	 
10063	28	0	 
10063	29	0	 
10063	30	0	 
10063	31	0	 
10063	32	580	4
10063	33	0	 
10064	1	1000	 
10064	2	600	 
10064	3	0	 
10064	4	500	4
10064	5	300	 
10064	6	100	 
10064	7	0	 
10064	8	150	4
10064	9	400	4
10064	10	0	 
10064	11	720	4
10064	12	0	 
10064	13	3000	4
10064	14	0	 
10064	15	420	4
10064	16	0	 
10064	17	392	1
10064	18	0	 
10064	19	0	 
10064	20	0	 
10064	21	0	 
10064	22	0	 
10064	23	0	 
10064	24	5000	 
10064	25	0	 
10064	26	-77	 
10064	27	0	 
10064	28	0	 
10064	29	0	 
10064	30	0	 
10064	31	0	 
10064	32	410	4
10064	33	0	 
10065	1	800	 
10065	2	800	 
10065	3	1000	0
10065	4	700	4
10065	5	100	 
10065	6	150	 
10065	7	200	0
10065	8	150	4
10065	9	500	4
10065	10	600	0
10065	11	50	4
10065	12	0	 
10065	13	3600	4
10065	14	4000	0
10065	15	1500	1
10065	16	0	 
10065	17	0	 
10065	18	70	0
10065	19	0	 
10065	20	0	 
10065	21	0	 
10065	22	400	2
10065	23	0	 
10065	24	0	 
10065	25	0	 
10065	26	0	 
10065	27	0	 
10065	28	0	 
10065	29	0	 
10065	30	0	 
10065	31	0	 
10065	32	700	2
10065	33	0	 
10067	1	120	 
10067	2	-77	 
10067	3	1000	2
10067	4	500	4
10067	5	0	 
10067	6	0	 
10067	7	300	2
10067	8	100	4
10067	9	200	4
10067	10	500	2
10067	11	0	 
10067	12	1000	2
10067	13	500	4
10067	14	1500	2
10067	15	1500	1
10067	16	0	 
10067	17	-77	 
10067	18	-77	 
10067	19	0	 
10067	20	-77	 
10067	21	0	 
10067	22	0	 
10067	23	0	 
10067	24	0	 
10067	25	0	 
10067	26	-77	 
10067	27	0	 
10067	28	200	4
10067	29	-77	 
10067	30	0	 
10067	31	0	 
10067	32	1000	1
10067	33	0	 
10068	1	500	 
10068	2	1000	 
10068	3	0	 
10068	4	700	4
10068	5	200	 
10068	6	200	 
10068	7	0	 
10068	8	200	4
10068	9	280	4
10068	10	0	 
10068	11	0	 
10068	12	0	 
10068	13	0	 
10068	14	0	 
10068	15	200	4
10068	16	0	 
10068	17	5000	0
10068	18	2000	0
10068	19	0	 
10068	20	0	 
10068	21	0	 
10068	22	0	 
10068	23	0	 
10068	24	0	 
10068	25	0	 
10068	26	0	 
10068	27	0	 
10068	28	0	 
10068	29	0	 
10068	30	0	 
10068	31	0	 
10068	32	280	4
10068	33	0	 
10069	1	1000	 
10069	2	1000	 
10069	3	500	0
10069	4	500	4
10069	5	200	 
10069	6	200	 
10069	7	200	0
10069	8	200	4
10069	9	250	4
10069	10	250	0
10069	11	0	 
10069	12	0	 
10069	13	2400	4
10069	14	2400	0
10069	15	1000	2
10069	16	0	 
10069	17	0	 
10069	18	0	 
10069	19	0	 
10069	20	0	 
10069	21	0	 
10069	22	0	 
10069	23	0	 
10069	24	0	 
10069	25	0	 
10069	26	0	 
10069	27	0	 
10069	28	0	 
10069	29	0	 
10069	30	0	 
10069	31	0	 
10069	32	580	2
10069	33	0	 
10070	1	2000	 
10070	2	1000	 
10070	3	0	 
10070	4	500	4
10070	5	600	 
10070	6	300	 
10070	7	0	 
10070	8	200	4
10070	9	200	4
10070	10	0	 
10070	11	0	 
10070	12	0	 
10070	13	0	 
10070	14	0	 
10070	15	500	2
10070	16	0	 
10070	17	0	 
10070	18	0	 
10070	19	0	 
10070	20	0	 
10070	21	0	 
10070	22	0	 
10070	23	0	 
10070	24	0	 
10070	25	0	 
10070	26	0	 
10070	27	0	 
10070	28	0	 
10070	29	0	 
10070	30	0	 
10070	31	0	 
10070	32	240	2
10070	33	0	 
10071	1	2000	 
10071	2	2000	 
10071	3	0	 
10071	4	1000	2
10071	5	1000	 
10071	6	500	 
10071	7	0	 
10071	8	500	2
10071	9	360	4
10071	10	0	 
10071	11	360	4
10071	12	0	 
10071	13	0	 
10071	14	0	 
10071	15	400	4
10071	16	0	 
10071	17	0	 
10071	18	0	 
10071	19	0	 
10071	20	0	 
10071	21	0	 
10071	22	0	 
10071	23	0	 
10071	24	0	 
10071	25	0	 
10071	26	0	 
10071	27	0	 
10071	28	0	 
10071	29	0	 
10071	30	0	 
10071	31	0	 
10071	32	0	 
10071	33	0	 
10072	1	500	 
10072	2	200	 
10072	3	600	4
10072	4	400	0
10072	5	120	 
10072	6	50	 
10072	7	70	4
10072	8	70	0
10072	9	140	0
10072	10	140	4
10072	11	550	0
10072	12	620	4
10072	13	1000	0
10072	14	4000	4
10072	15	400	2
10072	16	0	 
10072	17	0	 
10072	18	0	 
10072	19	0	 
10072	20	0	 
10072	21	0	 
10072	22	0	 
10072	23	0	 
10072	24	0	 
10072	25	0	 
10072	26	0	 
10072	27	0	 
10072	28	0	 
10072	29	0	 
10072	30	0	 
10072	31	0	 
10072	32	820	2
10072	33	0	 
10073	1	300	 
10073	2	300	 
10073	3	0	 
10073	4	400	4
10073	5	200	 
10073	6	200	 
10073	7	0	 
10073	8	200	4
10073	9	150	4
10073	10	0	 
10073	11	0	 
10073	12	0	 
10073	13	1500	3
10073	14	0	 
10073	15	200	4
10073	16	0	 
10073	17	0	 
10073	18	0	 
10073	19	0	 
10073	20	0	 
10073	21	0	 
10073	22	0	 
10073	23	0	 
10073	24	0	 
10073	25	0	 
10073	26	0	 
10073	27	0	 
10073	28	0	 
10073	29	0	 
10073	30	0	 
10073	31	0	 
10073	32	290	4
10073	33	0	 
10074	1	5000	 
10074	2	2000	 
10074	3	300	4
10074	4	0	 
10074	5	1000	 
10074	6	1000	 
10074	7	200	4
10074	8	200	0
10074	9	0	 
10074	10	200	4
10074	11	0	 
10074	12	0	 
10074	13	0	 
10074	14	3600	4
10074	15	500	4
10074	16	0	 
10074	17	0	 
10074	18	0	 
10074	19	0	 
10074	20	0	 
10074	21	0	 
10074	22	0	 
10074	23	0	 
10074	24	0	 
10074	25	0	 
10074	26	0	 
10074	27	0	 
10074	28	0	 
10074	29	0	 
10074	30	0	 
10074	31	0	 
10074	32	290	4
10074	33	0	 
10075	1	3000	 
10075	2	0	 
10075	3	0	 
10075	4	2400	2
10075	5	300	 
10075	6	200	 
10075	7	0	 
10075	8	300	2
10075	9	600	2
10075	10	0	 
10075	11	1000	2
10075	12	0	 
10075	13	0	 
10075	14	0	 
10075	15	3000	2
10075	16	0	 
10075	17	100	0
10075	18	5000	0
10075	19	0	 
10075	20	0	 
10075	21	0	 
10075	22	0	 
10075	23	0	 
10075	24	0	 
10075	25	0	 
10075	26	0	 
10075	27	0	 
10075	28	0	 
10075	29	0	 
10075	30	0	 
10075	31	0	 
10075	32	0	 
10075	33	0	 
10076	1	1000	 
10076	2	1500	 
10076	3	500	4
10076	4	0	 
10076	5	250	 
10076	6	300	 
10076	7	150	4
10076	8	0	 
10076	9	0	 
10076	10	250	4
10076	11	0	 
10076	12	630	4
10076	13	0	 
10076	14	-77	 
10076	15	500	4
10076	16	0	 
10076	17	500	1
10076	18	200	1
10076	19	0	 
10076	20	0	 
10076	21	0	 
10076	22	0	 
10076	23	0	 
10076	24	0	 
10076	25	0	 
10076	26	0	 
10076	27	0	 
10076	28	0	 
10076	29	40	4
10076	30	0	 
10076	31	0	 
10076	32	290	4
10076	33	0	 
10077	1	2000	 
10077	2	1000	 
10077	3	0	 
10077	4	500	4
10077	5	500	 
10077	6	200	 
10077	7	0	 
10077	8	100	4
10077	9	350	4
10077	10	0	 
10077	11	680	4
10077	12	0	 
10077	13	3300	4
10077	14	0	 
10077	15	700	4
10077	16	0	 
10077	17	500	1
10077	18	200	1
10077	19	0	 
10077	20	0	 
10077	21	1000	1
10077	22	0	 
10077	23	0	 
10077	24	0	 
10077	25	0	 
10077	26	-77	 
10077	27	0	 
10077	28	50	4
10077	29	0	 
10077	30	0	 
10077	31	0	 
10077	32	-77	 
10077	33	0	 
10078	1	200	 
10078	2	0	 
10078	3	400	1
10078	4	100	0
10078	5	100	 
10078	6	50	 
10078	7	250	1
10078	8	100	0
10078	9	100	0
10078	10	400	1
10078	11	-77	 
10078	12	2000	1
10078	13	0	 
10078	14	0	 
10078	15	1000	1
10078	16	0	 
10078	17	300	0
10078	18	300	0
10078	19	0	 
10078	20	0	 
10078	21	0	 
10078	22	0	 
10078	23	0	 
10078	24	0	 
10078	25	0	 
10078	26	0	 
10078	27	0	 
10078	28	0	 
10078	29	0	 
10078	30	0	 
10078	31	0	 
10078	32	1160	1
10078	33	0	 
10079	1	1000	 
10079	2	1000	 
10079	3	0	 
10079	4	2000	2
10079	5	200	 
10079	6	200	 
10079	7	0	 
10079	8	500	2
10079	9	2000	2
10079	10	0	 
10079	11	-77	 
10079	12	0	 
10079	13	0	 
10079	14	0	 
10079	15	3000	2
10079	16	5400	4
10079	17	2000	1
10079	18	2000	1
10079	19	0	 
10079	20	0	 
10079	21	0	 
10079	22	0	 
10079	23	0	 
10079	24	0	 
10079	25	0	 
10079	26	0	 
10079	27	0	 
10079	28	-77	 
10079	29	0	 
10079	30	0	 
10079	31	0	 
10079	32	-77	 
10079	33	0	 
10080	1	300	 
10080	2	250	 
10080	3	0	 
10080	4	1200	2
10080	5	60	 
10080	6	50	 
10080	7	0	 
10080	8	300	1
10080	9	500	2
10080	10	0	 
10080	11	2000	1
10080	12	0	 
10080	13	6000	1
10080	14	0	 
10080	15	1000	2
10080	16	0	 
10080	17	0	 
10080	18	300	1
10080	19	0	 
10080	20	0	 
10080	21	0	 
10080	22	0	 
10080	23	0	 
10080	24	0	 
10080	25	0	 
10080	26	0	 
10080	27	0	 
10080	28	0	 
10080	29	0	 
10080	30	0	 
10080	31	0	 
10080	32	1000	2
10080	33	0	 
10081	1	2000	 
10081	2	400	 
10081	3	0	 
10081	4	300	4
10081	5	500	 
10081	6	100	 
10081	7	0	 
10081	8	200	4
10081	9	250	4
10081	10	0	 
10081	11	-77	 
10081	12	0	 
10081	13	600	4
10081	14	0	 
10081	15	1000	1
10081	16	-77	 
10081	17	6000	0
10081	18	2000	0
10081	19	0	 
10081	20	0	 
10081	21	0	 
10081	22	0	 
10081	23	0	 
10081	24	-77	 
10081	25	0	 
10081	26	-77	 
10081	27	0	 
10081	28	0	 
10081	29	0	 
10081	30	0	 
10081	31	0	 
10081	32	400	4
10081	33	0	 
10082	1	1500	 
10082	2	3000	 
10082	3	4000	2
10082	4	500	0
10082	5	0	 
10082	6	0	 
10082	7	400	2
10082	8	0	 
10082	9	60	0
10082	10	600	2
10082	11	-77	 
10082	12	-77	 
10082	13	0	 
10082	14	3500	3
10082	15	2000	2
10082	16	0	 
10082	17	0	 
10082	18	400	1
10082	19	0	 
10082	20	0	 
10082	21	0	 
10082	22	0	 
10082	23	0	 
10082	24	0	 
10082	25	0	 
10082	26	0	 
10082	27	0	 
10082	28	0	 
10082	29	0	 
10082	30	0	 
10082	31	0	 
10082	32	800	1
10082	33	0	 
10083	1	2000	 
10083	2	1000	 
10083	3	0	 
10083	4	500	4
10083	5	150	 
10083	6	50	 
10083	7	0	 
10083	8	60	4
10083	9	0	 
10083	10	0	 
10083	11	620	4
10083	12	0	 
10083	13	1100	4
10083	14	0	 
10083	15	500	4
10083	16	0	 
10083	17	700	0
10083	18	2500	0
10083	19	0	 
10083	20	2500	0
10083	21	0	 
10083	22	0	 
10083	23	0	 
10083	24	0	 
10083	25	0	 
10083	26	0	 
10083	27	0	 
10083	28	0	 
10083	29	0	 
10083	30	0	 
10083	31	0	 
10083	32	290	4
10083	33	0	 
10084	1	400	 
10084	2	250	 
10084	3	300	4
10084	4	500	0
10084	5	200	 
10084	6	200	 
10084	7	150	4
10084	8	300	0
10084	9	300	0
10084	10	300	4
10084	11	0	 
10084	12	0	 
10084	13	0	 
10084	14	0	 
10084	15	0	 
10084	16	0	 
10084	17	0	 
10084	18	300	0
10084	19	0	 
10084	20	0	 
10084	21	0	 
10084	22	0	 
10084	23	0	 
10084	24	0	 
10084	25	0	 
10084	26	0	 
10084	27	0	 
10084	28	0	 
10084	29	0	 
10084	30	0	 
10084	31	0	 
10084	32	580	2
10084	33	0	 
10086	1	600	 
10086	2	400	 
10086	3	0	 
10086	4	250	4
10086	5	60	 
10086	6	80	 
10086	7	0	 
10086	8	120	4
10086	9	200	4
10086	10	0	 
10086	11	700	4
10086	12	0	 
10086	13	2000	4
10086	14	0	 
10086	15	300	4
10086	16	0	 
10086	17	0	 
10086	18	100	1
10086	19	0	 
10086	20	0	 
10086	21	0	 
10086	22	0	 
10086	23	0	 
10086	24	0	 
10086	25	0	 
10086	26	0	 
10086	27	0	 
10086	28	0	 
10086	29	0	 
10086	30	0	 
10086	31	0	 
10086	32	410	4
10086	33	0	 
10087	1	300	 
10087	2	250	 
10087	3	0	 
10087	4	400	1
10087	5	60	 
10087	6	50	 
10087	7	0	 
10087	8	150	2
10087	9	400	2
10087	10	0	 
10087	11	1000	2
10087	12	0	 
10087	13	0	 
10087	14	0	 
10087	15	0	 
10087	16	0	 
10087	17	0	 
10087	18	50	0
10087	19	0	 
10087	20	0	 
10087	21	0	 
10087	22	0	 
10087	23	0	 
10087	24	0	 
10087	25	0	 
10087	26	0	 
10087	27	0	 
10087	28	0	 
10087	29	0	 
10087	30	0	 
10087	31	0	 
10087	32	410	1
10087	33	0	 
10088	1	0	 
10088	2	500	 
10088	3	500	2
10088	4	300	0
10088	5	0	 
10088	6	0	 
10088	7	200	2
10088	8	100	0
10088	9	250	0
10088	10	500	2
10088	11	-77	 
10088	12	0	 
10088	13	0	 
10088	14	0	 
10088	15	1000	1
10088	16	0	 
10088	17	0	 
10088	18	500	1
10088	19	0	 
10088	20	0	 
10088	21	0	 
10088	22	0	 
10088	23	0	 
10088	24	0	 
10088	25	0	 
10088	26	0	 
10088	27	0	 
10088	28	-77	 
10088	29	0	 
10088	30	0	 
10088	31	0	 
10088	32	-77	 
10088	33	0	 
10089	1	0	 
10089	2	0	 
10089	3	0	 
10089	4	200	4
10089	5	50	 
10089	6	100	 
10089	7	0	 
10089	8	50	4
10089	9	400	4
10089	10	0	 
10089	11	-77	 
10089	12	0	 
10089	13	0	 
10089	14	0	 
10089	15	300	4
10089	16	0	 
10089	17	0	 
10089	18	200	1
10089	19	0	 
10089	20	0	 
10089	21	0	 
10089	22	0	 
10089	23	0	 
10089	24	0	 
10089	25	0	 
10089	26	0	 
10089	27	0	 
10089	28	0	 
10089	29	0	 
10089	30	0	 
10089	31	0	 
10089	32	0	 
10089	33	0	 
10091	1	3000	 
10091	2	500	 
10091	3	700	4
10091	4	1000	0
10091	5	1000	 
10091	6	100	 
10091	7	300	4
10091	8	300	0
10091	9	0	 
10091	10	200	4
10091	11	1250	0
10091	12	700	4
10091	13	0	 
10091	14	2200	4
10091	15	1500	1
10091	16	600	0
10091	17	0	 
10091	18	11000	0
10091	19	1000	0
10091	20	1200	0
10091	21	0	 
10091	22	0	 
10091	23	0	 
10091	24	3800	 
10091	25	0	 
10091	26	0	 
10091	27	0	 
10091	28	0	 
10091	29	20	4
10091	30	100	 
10091	31	0	 
10091	32	580	2
10091	33	0	 
10092	1	0	 
10092	2	500	 
10092	3	0	 
10092	4	3000	1
10092	5	0	 
10092	6	70	 
10092	7	0	 
10092	8	300	1
10092	9	600	1
10092	10	0	 
10092	11	3000	1
10092	12	0	 
10092	13	0	 
10092	14	0	 
10092	15	2000	1
10092	16	0	 
10092	17	0	 
10092	18	80	1
10092	19	0	 
10092	20	0	 
10092	21	0	 
10092	22	0	 
10092	23	0	 
10092	24	0	 
10092	25	0	 
10092	26	0	 
10092	27	0	 
10092	28	0	 
10092	29	0	 
10092	30	0	 
10092	31	0	 
10092	32	0	 
10092	33	0	 
10093	1	200	 
10093	2	200	 
10093	3	400	1
10093	4	0	 
10093	5	70	 
10093	6	70	 
10093	7	200	1
10093	8	0	 
10093	9	0	 
10093	10	300	2
10093	11	0	 
10093	12	0	 
10093	13	0	 
10093	14	0	 
10093	15	400	2
10093	16	0	 
10093	17	0	 
10093	18	200	0
10093	19	0	 
10093	20	0	 
10093	21	0	 
10093	22	0	 
10093	23	0	 
10093	24	0	 
10093	25	0	 
10093	26	0	 
10093	27	0	 
10093	28	0	 
10093	29	0	 
10093	30	0	 
10093	31	0	 
10093	32	580	2
10093	33	0	 
10094	1	700	 
10094	2	500	 
10094	3	0	 
10094	4	1500	2
10094	5	200	 
10094	6	200	 
10094	7	0	 
10094	8	1000	2
10094	9	800	2
10094	10	0	 
10094	11	2500	1
10094	12	0	 
10094	13	9900	1
10094	14	0	 
10094	15	1200	1
10094	16	0	 
10094	17	500	0
10094	18	3000	0
10094	19	0	 
10094	20	1500	0
10094	21	0	 
10094	22	0	 
10094	23	0	 
10094	24	0	 
10094	25	0	 
10094	26	1000	2
10094	27	0	 
10094	28	0	 
10094	29	0	 
10094	30	0	 
10094	31	0	 
10094	32	580	2
10094	33	0	 
10095	1	1500	 
10095	2	1500	 
10095	3	700	4
10095	4	500	0
10095	5	100	 
10095	6	100	 
10095	7	200	4
10095	8	50	0
10095	9	300	0
10095	10	300	4
10095	11	450	0
10095	12	750	4
10095	13	3300	0
10095	14	4400	4
10095	15	2500	3
10095	16	0	 
10095	17	0	 
10095	18	200	1
10095	19	0	 
10095	20	0	 
10095	21	0	 
10095	22	0	 
10095	23	0	 
10095	24	0	 
10095	25	0	 
10095	26	0	 
10095	27	0	 
10095	28	10	0
10095	29	10	4
10095	30	0	 
10095	31	0	 
10095	32	580	2
10095	33	0	 
10096	1	2000	 
10096	2	1000	 
10096	3	500	0
10096	4	1500	2
10096	5	500	 
10096	6	500	 
10096	7	200	2
10096	8	300	2
10096	9	120	4
10096	10	0	 
10096	11	0	 
10096	12	0	 
10096	13	1400	4
10096	14	0	 
10096	15	300	4
10096	16	0	 
10096	17	0	 
10096	18	0	 
10096	19	0	 
10096	20	0	 
10096	21	0	 
10096	22	0	 
10096	23	0	 
10096	24	0	 
10096	25	0	 
10096	26	0	 
10096	27	0	 
10096	28	0	 
10096	29	0	 
10096	30	0	 
10096	31	0	 
10096	32	290	4
10096	33	0	 
10097	1	500	 
10097	2	500	 
10097	3	1000	0
10097	4	500	4
10097	5	200	 
10097	6	200	 
10097	7	500	0
10097	8	1500	4
10097	9	200	4
10097	10	200	0
10097	11	0	 
10097	12	0	 
10097	13	0	 
10097	14	6000	0
10097	15	1000	2
10097	16	0	 
10097	17	4000	0
10097	18	500	0
10097	19	0	 
10097	20	0	 
10097	21	0	 
10097	22	0	 
10097	23	0	 
10097	24	0	 
10097	25	0	 
10097	26	0	 
10097	27	0	 
10097	28	0	 
10097	29	0	 
10097	30	0	 
10097	31	0	 
10097	32	580	2
10097	33	0	 
10100	1	1000	 
10100	2	-77	 
10100	3	-77	 
10100	4	-77	 
10100	5	-77	 
10100	6	-77	 
10100	7	-77	 
10100	8	-77	 
10100	9	250	4
10100	10	-77	 
10100	11	0	 
10100	12	-77	 
10100	13	-77	 
10100	14	-77	 
10100	15	2000	1
10100	16	0	 
10100	17	0	 
10100	18	500	1
10100	19	0	 
10100	20	-77	 
10100	21	0	 
10100	22	0	 
10100	23	0	 
10100	24	0	 
10100	25	0	 
10100	26	0	 
10100	27	0	 
10100	28	0	 
10100	29	0	 
10100	30	0	 
10100	31	0	 
10100	32	1200	1
10100	33	0	 
10104	1	0	 
10104	2	0	 
10104	3	200	4
10104	4	0	 
10104	5	0	 
10104	6	0	 
10104	7	0	 
10104	8	0	 
10104	9	250	0
10104	10	250	4
10104	11	0	 
10104	12	0	 
10104	13	0	 
10104	14	0	 
10104	15	300	1
10104	16	0	 
10104	17	0	 
10104	18	100	3
10104	19	0	 
10104	20	0	 
10104	21	0	 
10104	22	0	 
